utt_id,utt_id_role,speaker,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,context_k1,context_k2,context_k3
1,1,MOT,John,1,there you go .,there you go .,3,3,3,4,3,3,3,John/011115.cha,14,23.5,,,
2,2,MOT,John,1,mhm .,mhm .,1,1,1,1,1,1,1,John/011115.cha,20,23.5,there you go .,there you go .,there you go .
3,3,MOT,John,1,put an apron on .,put an apron on .,4,4,5,5,5,5,4,John/011115.cha,23,23.5,mhm .,there you go . mhm .,there you go . mhm .
4,4,MOT,John,1,mhm .,mhm .,1,1,1,1,1,1,1,John/011115.cha,29,23.5,put an apron on .,mhm . put an apron on .,there you go . mhm . put an apron on .
5,5,MOT,John,1,you draw it on your Daddys .,you draw it on your Daddys .,6,6,7,7,6,7,6,John/011115.cha,38,23.5,mhm .,put an apron on . mhm .,mhm . put an apron on . mhm .
6,6,MOT,John,1,come on .,come on .,2,2,2,3,2,2,2,John/011115.cha,44,23.5,you draw it on your Daddys .,mhm . you draw it on your Daddys .,put an apron on . mhm . you draw it on your Daddys .
7,7,MOT,John,1,"just put this on John because you got all messy last time , didn't you ?",just put this on John because you got all messy last time didn't you ?,14,18,16,18,16,16,14,John/011115.cha,47,23.5,come on .,you draw it on your Daddys . come on .,mhm . you draw it on your Daddys . come on .
8,8,MOT,John,1,it's yellow .,it's yellow .,2,3,3,3,3,3,2,John/011115.cha,62,23.5,just put this on John because you got all messy last time didn't you ?,come on . just put this on John because you got all messy last time didn't you ?,you draw it on your Daddys . come on . just put this on John because you got all messy last time didn't you ?
9,9,MOT,John,1,let's see .,let's see .,2,3,2,2,2,2,2,John/011115.cha,77,23.5,it's yellow .,just put this on John because you got all messy last time didn't you ? it's yellow .,come on . just put this on John because you got all messy last time didn't you ? it's yellow .
10,10,MOT,John,1,take a piece off .,take a piece off .,4,4,4,6,4,4,4,John/011115.cha,80,23.5,let's see .,it's yellow . let's see .,just put this on John because you got all messy last time didn't you ? it's yellow . let's see .
11,11,MOT,John,1,yellow .,yellow .,1,1,2,2,2,2,1,John/011115.cha,86,23.5,take a piece off .,let's see . take a piece off .,it's yellow . let's see . take a piece off .
12,12,MOT,John,1,you draw a horse then .,you draw a horse then .,5,5,5,6,5,5,5,John/011115.cha,98,23.5,yellow .,take a piece off . yellow .,let's see . take a piece off . yellow .
13,13,MOT,John,1,you draw a horse .,you draw a horse .,4,4,4,5,4,4,4,John/011115.cha,101,23.5,you draw a horse then .,yellow . you draw a horse then .,take a piece off . yellow . you draw a horse then .
14,14,MOT,John,1,no .,no .,1,1,1,1,1,1,1,John/011115.cha,105,23.5,you draw a horse .,you draw a horse then . you draw a horse .,yellow . you draw a horse then . you draw a horse .
15,15,MOT,John,1,are you drawing Daddy ?,are you drawing Daddy ?,4,4,6,6,6,6,4,John/011115.cha,111,23.5,no .,you draw a horse . no .,you draw a horse then . you draw a horse . no .
16,16,MOT,John,1,is it Daddy ?,is it Daddy ?,3,3,4,4,4,4,3,John/011115.cha,117,23.5,are you drawing Daddy ?,no . are you drawing Daddy ?,you draw a horse . no . are you drawing Daddy ?
17,17,MOT,John,1,it's meant to be Humpty_Dumpty .,it's meant to be Humpty_Dumpty .,6,7,8,8,8,8,6,John/011115.cha,120,23.5,is it Daddy ?,are you drawing Daddy ? is it Daddy ?,no . are you drawing Daddy ? is it Daddy ?
18,18,MOT,John,1,okay .,okay .,1,1,2,2,3,2,1,John/011115.cha,126,23.5,it's meant to be Humpty_Dumpty .,is it Daddy ? it's meant to be Humpty_Dumpty .,are you drawing Daddy ? is it Daddy ? it's meant to be Humpty_Dumpty .
19,19,MOT,John,1,www .,.,0,0,0,0,0,0,0,John/011115.cha,135,23.5,okay .,it's meant to be Humpty_Dumpty . okay .,is it Daddy ? it's meant to be Humpty_Dumpty . okay .
20,20,MOT,John,1,no .,no .,1,1,1,1,1,1,1,John/011115.cha,143,23.5,.,okay . .,it's meant to be Humpty_Dumpty . okay . .
21,21,MOT,John,1,"you know what you want , don't you ?",you know what you want don't you ?,7,9,7,7,7,7,7,John/011115.cha,146,23.5,no .,. no .,okay . . no .
22,22,MOT,John,1,oh thank_you .,oh thank_you .,3,2,3,3,3,3,3,John/011115.cha,155,23.5,you know what you want don't you ?,no . you know what you want don't you ?,. no . you know what you want don't you ?
23,23,MOT,John,1,what shall we draw with the blue ?,what shall we draw with the blue ?,7,7,7,7,7,7,7,John/011115.cha,158,23.5,oh thank_you .,you know what you want don't you ? oh thank_you .,no . you know what you want don't you ? oh thank_you .
24,24,MOT,John,1,what shall we draw ?,what shall we draw ?,4,4,4,4,4,4,4,John/011115.cha,161,23.5,what shall we draw with the blue ?,oh thank_you . what shall we draw with the blue ?,you know what you want don't you ? oh thank_you . what shall we draw with the blue ?
25,25,MOT,John,1,oh that's good .,oh that's good .,3,4,3,3,3,3,3,John/011115.cha,170,23.5,what shall we draw ?,what shall we draw with the blue ? what shall we draw ?,oh thank_you . what shall we draw with the blue ? what shall we draw ?
26,26,MOT,John,1,what is that ?,what is that ?,3,3,3,3,3,3,3,John/011115.cha,173,23.5,oh that's good .,what shall we draw ? oh that's good .,what shall we draw with the blue ? what shall we draw ? oh that's good .
27,27,MOT,John,1,a spider ?,a spider ?,2,2,3,3,3,3,2,John/011115.cha,176,23.5,what is that ?,oh that's good . what is that ?,what shall we draw ? oh that's good . what is that ?
28,28,MOT,John,1,spider .,spider .,1,1,2,2,2,2,1,John/011115.cha,182,23.5,a spider ?,what is that ? a spider ?,oh that's good . what is that ? a spider ?
29,29,MOT,John,1,have you seen the spider ?,have you seen the spider ?,5,6,6,7,6,6,5,John/011115.cha,188,23.5,spider .,a spider ? spider .,what is that ? a spider ? spider .
30,30,MOT,John,1,thank_you .,thank_you .,2,1,2,2,2,2,2,John/011115.cha,191,23.5,have you seen the spider ?,spider . have you seen the spider ?,a spider ? spider . have you seen the spider ?
31,31,MOT,John,1,another spider ?,another spider ?,2,2,5,5,5,5,2,John/011115.cha,197,23.5,thank_you .,have you seen the spider ? thank_you .,spider . have you seen the spider ? thank_you .
32,32,MOT,John,1,&-um .,.,0,0,0,0,0,0,0,John/011115.cha,200,23.5,another spider ?,thank_you . another spider ?,have you seen the spider ? thank_you . another spider ?
33,33,MOT,John,1,do you want some eyes ?,do you want some eyes ?,5,5,5,6,6,5,5,John/011115.cha,207,23.5,.,another spider ? .,thank_you . another spider ? .
34,34,MOT,John,1,yeah .,yeah .,1,1,1,1,1,1,1,John/011115.cha,213,23.5,do you want some eyes ?,. do you want some eyes ?,another spider ? . do you want some eyes ?
35,35,MOT,John,1,oh is it raining ?,oh is it raining ?,4,4,5,5,5,5,4,John/011115.cha,219,23.5,yeah .,do you want some eyes ? yeah .,. do you want some eyes ? yeah .
36,36,MOT,John,1,is it raining on Humpty_Dumpty ?,is it raining on Humpty_Dumpty ?,6,5,9,9,9,9,6,John/011115.cha,222,23.5,oh is it raining ?,yeah . oh is it raining ?,do you want some eyes ? yeah . oh is it raining ?
37,37,MOT,John,1,very good .,very good .,2,2,3,3,3,3,2,John/011115.cha,255,23.5,is it raining on Humpty_Dumpty ?,oh is it raining ? is it raining on Humpty_Dumpty ?,yeah . oh is it raining ? is it raining on Humpty_Dumpty ?
38,38,MOT,John,1,is that rain ?,is that rain ?,3,3,3,3,3,3,3,John/011115.cha,260,23.5,very good .,is it raining on Humpty_Dumpty ? very good .,oh is it raining ? is it raining on Humpty_Dumpty ? very good .
39,39,MOT,John,1,is it rain ?,is it rain ?,3,3,3,3,3,3,3,John/011115.cha,263,23.5,is that rain ?,very good . is that rain ?,is it raining on Humpty_Dumpty ? very good . is that rain ?
40,40,MOT,John,1,you could draw a sun .,you could draw a sun .,5,5,5,5,5,5,5,John/011115.cha,266,23.5,is it rain ?,is that rain ? is it rain ?,very good . is that rain ? is it rain ?
41,41,MOT,John,1,look it's sunny .,look it's sunny .,3,4,4,4,4,4,3,John/011115.cha,269,23.5,you could draw a sun .,is it rain ? you could draw a sun .,is that rain ? is it rain ? you could draw a sun .
42,42,MOT,John,1,draw a sun .,draw a sun .,3,3,3,3,3,3,3,John/011115.cha,275,23.5,look it's sunny .,you could draw a sun . look it's sunny .,is it rain ? you could draw a sun . look it's sunny .
43,43,MOT,John,1,thank_you .,thank_you .,2,1,2,2,2,2,2,John/011115.cha,281,23.5,draw a sun .,look it's sunny . draw a sun .,you could draw a sun . look it's sunny . draw a sun .
44,44,MOT,John,1,thank_you .,thank_you .,2,1,2,2,2,2,2,John/011115.cha,287,23.5,thank_you .,draw a sun . thank_you .,look it's sunny . draw a sun . thank_you .
45,45,MOT,John,1,what are we going to do with these blues ?,what are we going to do with these blues ?,9,9,9,10,9,9,9,John/011115.cha,290,23.5,thank_you .,thank_you . thank_you .,draw a sun . thank_you . thank_you .
46,46,MOT,John,1,white good .,white good .,2,2,2,3,2,2,2,John/011115.cha,296,23.5,what are we going to do with these blues ?,thank_you . what are we going to do with these blues ?,thank_you . thank_you . what are we going to do with these blues ?
47,47,MOT,John,1,yeah .,yeah .,1,1,1,1,1,1,1,John/011115.cha,305,23.5,white good .,what are we going to do with these blues ? white good .,thank_you . what are we going to do with these blues ? white good .
48,48,MOT,John,1,shall we draw the wall for Humpty_Dumpty ?,shall we draw the wall for Humpty_Dumpty ?,8,7,10,10,10,10,8,John/011115.cha,308,23.5,yeah .,white good . yeah .,what are we going to do with these blues ? white good . yeah .
49,49,MOT,John,1,white .,white .,1,1,1,2,1,1,1,John/011115.cha,317,23.5,shall we draw the wall for Humpty_Dumpty ?,yeah . shall we draw the wall for Humpty_Dumpty ?,white good . yeah . shall we draw the wall for Humpty_Dumpty ?
50,50,MOT,John,1,here you go .,here you go .,3,3,3,4,3,3,3,John/011115.cha,323,23.5,white .,shall we draw the wall for Humpty_Dumpty ? white .,yeah . shall we draw the wall for Humpty_Dumpty ? white .
51,51,MOT,John,1,is that the sun ?,is that the sun ?,4,4,4,4,4,4,4,John/011115.cha,329,23.5,here you go .,white . here you go .,shall we draw the wall for Humpty_Dumpty ? white . here you go .
52,52,MOT,John,1,there we are .,there we are .,3,3,3,4,3,3,3,John/011115.cha,335,23.5,is that the sun ?,here you go . is that the sun ?,white . here you go . is that the sun ?
53,53,MOT,John,1,there's the wall .,there's the wall .,3,4,4,4,4,4,3,John/011115.cha,338,23.5,there we are .,is that the sun ? there we are .,here you go . is that the sun ? there we are .
54,54,MOT,John,1,for Humpty_Dumpty .,for Humpty_Dumpty .,3,2,5,5,5,5,3,John/011115.cha,341,23.5,there's the wall .,there we are . there's the wall .,is that the sun ? there we are . there's the wall .
55,55,MOT,John,1,good .,good .,1,1,1,1,1,1,1,John/011115.cha,347,23.5,for Humpty_Dumpty .,there's the wall . for Humpty_Dumpty .,there we are . there's the wall . for Humpty_Dumpty .
56,56,MOT,John,1,that's a right thunder storm there .,that's a right thunder storm there .,6,7,7,8,7,7,6,John/011115.cha,350,23.5,good .,for Humpty_Dumpty . good .,there's the wall . for Humpty_Dumpty . good .
57,57,MOT,John,1,blue .,blue .,1,1,1,1,1,1,1,John/011115.cha,359,23.5,that's a right thunder storm there .,good . that's a right thunder storm there .,for Humpty_Dumpty . good . that's a right thunder storm there .
58,58,MOT,John,1,mhm .,mhm .,1,1,1,1,1,1,1,John/011115.cha,362,23.5,blue .,that's a right thunder storm there . blue .,good . that's a right thunder storm there . blue .
59,59,MOT,John,1,white .,white .,1,1,1,2,1,1,1,John/011115.cha,368,23.5,mhm .,blue . mhm .,that's a right thunder storm there . blue . mhm .
60,60,MOT,John,1,green .,green .,1,1,1,1,1,1,1,John/011115.cha,377,23.5,white .,mhm . white .,blue . mhm . white .
61,61,MOT,John,1,what shall we do [//] draw ?,what shall we do draw ?,5,4,5,5,5,5,5,John/011115.cha,383,23.5,green .,white . green .,mhm . white . green .
62,62,MOT,John,1,shall we draw a tree ?,shall we draw a tree ?,5,5,5,5,5,5,5,John/011115.cha,386,23.5,what shall we do draw ?,green . what shall we do draw ?,white . green . what shall we do draw ?
63,63,MOT,John,1,okay .,okay .,1,1,2,2,3,2,1,John/011115.cha,398,23.5,shall we draw a tree ?,what shall we do draw ? shall we draw a tree ?,green . what shall we do draw ? shall we draw a tree ?
64,64,MOT,John,1,you draw a star then .,you draw a star then .,5,5,5,5,5,5,5,John/011115.cha,401,23.5,okay .,shall we draw a tree ? okay .,what shall we do draw ? shall we draw a tree ? okay .
65,65,MOT,John,1,okay .,okay .,1,1,2,2,3,2,1,John/011115.cha,407,23.5,you draw a star then .,okay . you draw a star then .,shall we draw a tree ? okay . you draw a star then .
66,66,MOT,John,1,let's draw one up here .,let's draw one up here .,5,6,5,6,5,5,5,John/011115.cha,410,23.5,okay .,you draw a star then . okay .,okay . you draw a star then . okay .
67,67,MOT,John,1,star .,star .,1,1,1,1,1,1,1,John/011115.cha,416,23.5,let's draw one up here .,okay . let's draw one up here .,you draw a star then . okay . let's draw one up here .
68,68,MOT,John,1,how I wonder what you are .,how I wonder what you are .,6,6,7,7,7,7,6,John/011115.cha,425,23.5,star .,let's draw one up here . star .,okay . let's draw one up here . star .
69,69,MOT,John,1,there .,there .,1,1,1,2,1,1,1,John/011115.cha,431,23.5,how I wonder what you are .,star . how I wonder what you are .,let's draw one up here . star . how I wonder what you are .
70,70,MOT,John,1,shall we draw a moon as_well together this time ?,shall we draw a moon as_well together this time ?,10,9,12,13,12,12,10,John/011115.cha,434,23.5,there .,how I wonder what you are . there .,star . how I wonder what you are . there .
71,71,MOT,John,1,yeah .,yeah .,1,1,1,1,1,1,1,John/011115.cha,440,23.5,shall we draw a moon as_well together this time ?,there . shall we draw a moon as_well together this time ?,how I wonder what you are . there . shall we draw a moon as_well together this time ?
72,72,MOT,John,1,"that's funny , isn't it seeing the moon at the same time as the sun .",that's funny isn't it seeing the moon at the same time as the sun .,14,17,15,17,15,15,14,John/011115.cha,446,23.5,yeah .,shall we draw a moon as_well together this time ? yeah .,there . shall we draw a moon as_well together this time ? yeah .
73,73,MOT,John,1,a star ?,a star ?,2,2,2,2,2,2,2,John/011115.cha,461,23.5,that's funny isn't it seeing the moon at the same time as the sun .,yeah . that's funny isn't it seeing the moon at the same time as the sun .,shall we draw a moon as_well together this time ? yeah . that's funny isn't it seeing the moon at the same time as the sun .
74,74,MOT,John,1,no .,no .,1,1,1,1,1,1,1,John/011115.cha,484,23.5,a star ?,that's funny isn't it seeing the moon at the same time as the sun . a star ?,yeah . that's funny isn't it seeing the moon at the same time as the sun . a star ?
75,75,MOT,John,1,oh you've finished your breakfast .,oh you've finished your breakfast .,5,7,8,9,8,8,5,John/011115.cha,487,23.5,no .,a star ? no .,that's funny isn't it seeing the moon at the same time as the sun . a star ? no .
76,76,MOT,John,1,that's good .,that's good .,2,3,2,2,2,2,2,John/011115.cha,490,23.5,oh you've finished your breakfast .,no . oh you've finished your breakfast .,a star ? no . oh you've finished your breakfast .
77,77,MOT,John,1,John .,John .,1,1,1,1,1,1,1,John/011115.cha,493,23.5,that's good .,oh you've finished your breakfast . that's good .,no . oh you've finished your breakfast . that's good .
78,78,MOT,John,1,shall we do the star song ?,shall we do the star song ?,6,6,6,6,6,6,6,John/011115.cha,496,23.5,John .,that's good . John .,oh you've finished your breakfast . that's good . John .
79,79,MOT,John,1,John .,John .,1,1,1,1,1,1,1,John/011115.cha,505,23.5,shall we do the star song ?,John . shall we do the star song ?,that's good . John . shall we do the star song ?
80,80,MOT,John,1,www .,.,0,0,0,0,0,0,0,John/011115.cha,514,23.5,John .,shall we do the star song ? John .,John . shall we do the star song ? John .
81,81,MOT,John,1,shall we sing the star song ?,shall we sing the star song ?,6,6,6,6,6,6,6,John/011115.cha,519,23.5,.,John . .,shall we do the star song ? John . .
82,82,MOT,John,1,"I'm not very good at drawing horses , John .",I'm not very good at drawing horses John .,8,11,11,11,11,12,8,John/011115.cha,528,23.5,shall we sing the star song ?,. shall we sing the star song ?,John . . shall we sing the star song ?
83,83,MOT,John,1,well let's pretend this is a horse .,well let's pretend this is a horse .,7,8,8,9,8,8,7,John/011115.cha,537,23.5,I'm not very good at drawing horses John .,shall we sing the star song ? I'm not very good at drawing horses John .,. shall we sing the star song ? I'm not very good at drawing horses John .
84,84,MOT,John,1,there's a body .,there's a body .,3,4,5,5,5,5,3,John/011115.cha,540,23.5,well let's pretend this is a horse .,I'm not very good at drawing horses John . well let's pretend this is a horse .,shall we sing the star song ? I'm not very good at drawing horses John . well let's pretend this is a horse .
85,85,MOT,John,1,and a head .,and a head .,3,3,3,3,3,3,3,John/011115.cha,543,23.5,there's a body .,well let's pretend this is a horse . there's a body .,I'm not very good at drawing horses John . well let's pretend this is a horse . there's a body .
86,86,MOT,John,1,and its snout .,and its snout .,3,3,3,3,3,3,3,John/011115.cha,546,23.5,and a head .,there's a body . and a head .,well let's pretend this is a horse . there's a body . and a head .
87,87,MOT,John,1,and legs .,and legs .,2,2,2,2,2,2,2,John/011115.cha,549,23.5,and its snout .,and a head . and its snout .,there's a body . and a head . and its snout .
88,88,MOT,John,1,and ears .,and ears .,2,2,2,2,2,2,2,John/011115.cha,552,23.5,and legs .,and its snout . and legs .,and a head . and its snout . and legs .
89,89,MOT,John,1,it looks more like a dog .,it looks more like a dog .,6,6,6,8,6,6,6,John/011115.cha,555,23.5,and ears .,and legs . and ears .,and its snout . and legs . and ears .
90,90,MOT,John,1,John .,John .,1,1,1,1,1,1,1,John/011115.cha,561,23.5,it looks more like a dog .,and ears . it looks more like a dog .,and legs . and ears . it looks more like a dog .
91,91,MOT,John,1,did it tickle ?,did it tickle ?,3,4,3,4,3,4,3,John/011115.cha,579,23.5,John .,it looks more like a dog . John .,and ears . it looks more like a dog . John .
92,92,MOT,John,1,it tickles .,it tickles .,2,2,3,3,3,3,2,John/011115.cha,582,23.5,did it tickle ?,John . did it tickle ?,it looks more like a dog . John . did it tickle ?
93,93,MOT,John,1,hand .,hand .,1,1,1,1,1,1,1,John/011115.cha,594,23.5,it tickles .,did it tickle ? it tickles .,John . did it tickle ? it tickles .
94,94,MOT,John,1,round and round the garden .,round and round the garden .,5,5,6,6,6,6,5,John/011115.cha,597,23.5,hand .,it tickles . hand .,did it tickle ? it tickles . hand .
95,95,MOT,John,1,like a teddy bear .,like a teddy bear .,4,4,5,6,5,5,4,John/011115.cha,600,23.5,round and round the garden .,hand . round and round the garden .,it tickles . hand . round and round the garden .
96,96,MOT,John,1,round and round .,round and round .,3,3,3,3,3,3,3,John/011115.cha,603,23.5,like a teddy bear .,round and round the garden . like a teddy bear .,hand . round and round the garden . like a teddy bear .
97,97,MOT,John,1,pardon ?,pardon ?,1,1,2,2,2,2,1,John/011115.cha,611,23.5,round and round .,like a teddy bear . round and round .,round and round the garden . like a teddy bear . round and round .
98,98,MOT,John,1,a bear ?,a bear ?,2,2,2,2,2,2,2,John/011115.cha,617,23.5,pardon ?,round and round . pardon ?,like a teddy bear . round and round . pardon ?
99,99,MOT,John,1,Mummy what ?,Mummy what ?,2,2,3,3,3,3,2,John/011115.cha,629,23.5,a bear ?,pardon ? a bear ?,round and round . pardon ? a bear ?
100,100,MOT,John,1,oh Mummy round and round .,oh Mummy round and round .,5,5,6,6,6,6,5,John/011115.cha,638,23.5,Mummy what ?,a bear ? Mummy what ?,pardon ? a bear ? Mummy what ?
101,101,MOT,John,1,round and round the garden .,round and round the garden .,5,5,6,6,6,6,5,John/011115.cha,641,23.5,oh Mummy round and round .,Mummy what ? oh Mummy round and round .,a bear ? Mummy what ? oh Mummy round and round .
102,102,MOT,John,1,like a teddy bear .,like a teddy bear .,4,4,5,6,5,5,4,John/011115.cha,644,23.5,round and round the garden .,oh Mummy round and round . round and round the garden .,Mummy what ? oh Mummy round and round . round and round the garden .
103,103,MOT,John,1,one step two step .,one step two step .,4,4,4,4,4,4,4,John/011115.cha,647,23.5,like a teddy bear .,round and round the garden . like a teddy bear .,oh Mummy round and round . round and round the garden . like a teddy bear .
104,104,MOT,John,1,and tickle John under there .,and tickle John under there .,5,5,6,8,6,7,5,John/011115.cha,650,23.5,one step two step .,like a teddy bear . one step two step .,round and round the garden . like a teddy bear . one step two step .
105,105,MOT,John,1,yeah .,yeah .,1,1,1,1,1,1,1,John/011115.cha,656,23.5,and tickle John under there .,one step two step . and tickle John under there .,like a teddy bear . one step two step . and tickle John under there .
106,106,MOT,John,1,it's a bear .,it's a bear .,3,4,3,3,3,3,3,John/011115.cha,662,23.5,yeah .,and tickle John under there . yeah .,one step two step . and tickle John under there . yeah .
107,107,MOT,John,1,what_about a mouth ?,what_about a mouth ?,4,3,5,5,5,5,4,John/011115.cha,665,23.5,it's a bear .,yeah . it's a bear .,and tickle John under there . yeah . it's a bear .
108,108,MOT,John,1,byebye bear .,byebye bear .,2,2,2,3,2,2,2,John/011115.cha,671,23.5,what_about a mouth ?,it's a bear . what_about a mouth ?,yeah . it's a bear . what_about a mouth ?
109,109,MOT,John,1,mhm .,mhm .,1,1,1,1,1,1,1,John/011115.cha,677,23.5,byebye bear .,what_about a mouth ? byebye bear .,it's a bear . what_about a mouth ? byebye bear .
110,110,MOT,John,1,have we got any stars yet ?,have we got any stars yet ?,6,7,6,7,6,6,6,John/011115.cha,689,23.5,mhm .,byebye bear . mhm .,what_about a mouth ? byebye bear . mhm .
111,111,MOT,John,1,"there isn't much room , is there ?",there isn't much room is there ?,6,8,6,8,6,6,6,John/011115.cha,692,23.5,have we got any stars yet ?,mhm . have we got any stars yet ?,byebye bear . mhm . have we got any stars yet ?
112,112,MOT,John,1,you draw a horse .,you draw a horse .,4,4,4,5,4,4,4,John/011115.cha,704,23.5,there isn't much room is there ?,have we got any stars yet ? there isn't much room is there ?,mhm . have we got any stars yet ? there isn't much room is there ?
113,113,MOT,John,1,yeah .,yeah .,1,1,1,1,1,1,1,John/011115.cha,710,23.5,you draw a horse .,there isn't much room is there ? you draw a horse .,have we got any stars yet ? there isn't much room is there ? you draw a horse .
114,114,MOT,John,1,mhm .,mhm .,1,1,1,1,1,1,1,John/011115.cha,716,23.5,yeah .,you draw a horse . yeah .,there isn't much room is there ? you draw a horse . yeah .
115,115,MOT,John,1,eyes .,eyes .,1,1,1,1,2,1,1,John/011115.cha,722,23.5,mhm .,yeah . mhm .,you draw a horse . yeah . mhm .
116,116,MOT,John,1,and a big smily mouth .,and a big smily mouth .,5,5,6,6,6,6,5,John/011115.cha,725,23.5,eyes .,mhm . eyes .,yeah . mhm . eyes .
117,117,MOT,John,1,big smily mouth for the sun .,big smily mouth for the sun .,6,6,7,7,7,7,6,John/011115.cha,728,23.5,and a big smily mouth .,eyes . and a big smily mouth .,mhm . eyes . and a big smily mouth .
118,118,MOT,John,1,feet .,feet .,1,1,1,1,1,1,1,John/011115.cha,734,23.5,big smily mouth for the sun .,and a big smily mouth . big smily mouth for the sun .,eyes . and a big smily mouth . big smily mouth for the sun .
119,119,MOT,John,1,okay I'll give the sun some feet .,okay I'll give the sun some feet .,7,8,8,10,9,8,7,John/011115.cha,737,23.5,feet .,big smily mouth for the sun . feet .,and a big smily mouth . big smily mouth for the sun . feet .
120,120,MOT,John,1,there .,there .,1,1,1,2,1,1,1,John/011115.cha,740,23.5,okay I'll give the sun some feet .,feet . okay I'll give the sun some feet .,big smily mouth for the sun . feet . okay I'll give the sun some feet .
121,121,MOT,John,1,feet .,feet .,1,1,1,1,1,1,1,John/011115.cha,746,23.5,there .,okay I'll give the sun some feet . there .,feet . okay I'll give the sun some feet . there .
122,122,MOT,John,1,shall we make some room then ?,shall we make some room then ?,6,6,6,8,6,6,6,John/011115.cha,758,23.5,feet .,there . feet .,okay I'll give the sun some feet . there . feet .
123,123,MOT,John,1,let's get a cloth then .,let's get a cloth then .,5,6,5,5,5,5,5,John/011115.cha,761,23.5,shall we make some room then ?,feet . shall we make some room then ?,there . feet . shall we make some room then ?
124,124,MOT,John,1,jumping .,jumping .,1,1,2,2,2,2,1,John/011115.cha,770,23.5,let's get a cloth then .,shall we make some room then ? let's get a cloth then .,feet . shall we make some room then ? let's get a cloth then .
125,125,MOT,John,1,jumping with your feet .,jumping with your feet .,4,5,5,5,5,5,4,John/011115.cha,773,23.5,jumping .,let's get a cloth then . jumping .,shall we make some room then ? let's get a cloth then . jumping .
126,126,MOT,John,1,what do you want ?,what do you want ?,4,4,4,4,4,4,4,John/011115.cha,776,23.5,jumping with your feet .,jumping . jumping with your feet .,let's get a cloth then . jumping . jumping with your feet .
127,127,MOT,John,1,to say byebye to spider ?,to say byebye to spider ?,5,5,6,7,6,6,5,John/011115.cha,779,23.5,what do you want ?,jumping with your feet . what do you want ?,jumping . jumping with your feet . what do you want ?
128,128,MOT,John,1,there you go .,there you go .,3,3,3,4,3,3,3,John/011115.cha,782,23.5,to say byebye to spider ?,what do you want ? to say byebye to spider ?,jumping with your feet . what do you want ? to say byebye to spider ?
129,129,MOT,John,1,wipe out the sun ?,wipe out the sun ?,4,4,4,5,4,4,4,John/011115.cha,788,23.5,there you go .,to say byebye to spider ? there you go .,what do you want ? to say byebye to spider ? there you go .
130,130,MOT,John,1,byebye starfish .,byebye starfish .,2,2,3,4,3,3,2,John/011115.cha,791,23.5,wipe out the sun ?,there you go . wipe out the sun ?,to say byebye to spider ? there you go . wipe out the sun ?
131,131,MOT,John,1,oh is there ?,oh is there ?,3,3,3,4,3,3,3,John/011115.cha,797,23.5,byebye starfish .,wipe out the sun ? byebye starfish .,there you go . wipe out the sun ? byebye starfish .
132,132,MOT,John,1,Mummy what ?,Mummy what ?,2,2,3,3,3,3,2,John/011115.cha,803,23.5,oh is there ?,byebye starfish . oh is there ?,wipe out the sun ? byebye starfish . oh is there ?
133,133,MOT,John,1,all done .,all done .,2,3,2,3,2,2,2,John/011115.cha,809,23.5,Mummy what ?,oh is there ? Mummy what ?,byebye starfish . oh is there ? Mummy what ?
134,134,MOT,John,1,do you wanna wipe it off ?,do you wanna wipe it off ?,6,6,7,8,7,7,6,John/011115.cha,812,23.5,all done .,Mummy what ? all done .,oh is there ? Mummy what ? all done .
135,135,MOT,John,1,thank_you .,thank_you .,2,1,2,2,2,2,2,John/011115.cha,815,23.5,do you wanna wipe it off ?,all done . do you wanna wipe it off ?,Mummy what ? all done . do you wanna wipe it off ?
136,136,MOT,John,1,www .,.,0,0,0,0,0,0,0,John/011115.cha,818,23.5,thank_you .,do you wanna wipe it off ? thank_you .,all done . do you wanna wipe it off ? thank_you .
137,137,MOT,John,1,Mummy starfish .,Mummy starfish .,2,2,4,4,4,4,2,John/011115.cha,823,23.5,.,thank_you . .,do you wanna wipe it off ? thank_you . .
138,138,MOT,John,1,right .,right .,1,1,1,1,1,1,1,John/011115.cha,826,23.5,Mummy starfish .,. Mummy starfish .,thank_you . . Mummy starfish .
139,139,MOT,John,1,you want Mummy to draw another one ?,you want Mummy to draw another one ?,7,7,10,10,10,10,7,John/011115.cha,832,23.5,right .,Mummy starfish . right .,. Mummy starfish . right .
140,140,MOT,John,1,<up up> [/] up .,up up up .,3,1,3,3,3,3,3,John/011115.cha,838,23.5,you want Mummy to draw another one ?,right . you want Mummy to draw another one ?,Mummy starfish . right . you want Mummy to draw another one ?
141,141,MOT,John,1,<up up> [/] up .,up up up .,3,1,3,3,3,3,3,John/011115.cha,844,23.5,up up up .,you want Mummy to draw another one ? up up up .,right . you want Mummy to draw another one ? up up up .
142,142,MOT,John,1,the sun and starfish .,the sun and starfish .,4,4,5,5,5,5,4,John/011115.cha,850,23.5,up up up .,up up up . up up up .,you want Mummy to draw another one ? up up up . up up up .
143,143,MOT,John,1,okay well let's draw a starfish first .,okay well let's draw a starfish first .,7,8,9,9,10,9,7,John/011115.cha,853,23.5,the sun and starfish .,up up up . the sun and starfish .,up up up . up up up . the sun and starfish .
