utt_id,utt_id_role,speaker,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,context_k1,context_k2,context_k3
1,1,MOT,Liz,1,is that your baby ?,is that your baby ?,4,4,5,5,5,5,4,Liz/011109.cha,12,23.3,,,
2,2,MOT,Liz,1,what are you doing with them then ?,what are you doing with them then ?,7,7,7,7,7,7,7,Liz/011109.cha,18,23.3,is that your baby ?,is that your baby ?,is that your baby ?
3,3,MOT,Liz,1,pardon .,pardon .,1,1,2,2,2,2,1,Liz/011109.cha,21,23.3,what are you doing with them then ?,is that your baby ? what are you doing with them then ?,is that your baby ? what are you doing with them then ?
4,4,MOT,Liz,1,poor baby .,poor baby .,2,2,3,3,3,3,2,Liz/011109.cha,24,23.3,pardon .,what are you doing with them then ? pardon .,is that your baby ? what are you doing with them then ? pardon .
5,5,MOT,Liz,1,what're you going to do with your baby ?,what're you going to do with your baby ?,8,9,9,10,9,9,8,Liz/011109.cha,27,23.3,poor baby .,pardon . poor baby .,what are you doing with them then ? pardon . poor baby .
6,6,MOT,Liz,1,are you giving her to me ?,are you giving her to me ?,6,6,7,7,7,7,6,Liz/011109.cha,30,23.3,what're you going to do with your baby ?,poor baby . what're you going to do with your baby ?,pardon . poor baby . what're you going to do with your baby ?
7,7,MOT,Liz,1,you can speak if you like you know .,you can speak if you like you know .,8,8,8,9,8,8,8,Liz/011109.cha,33,23.3,are you giving her to me ?,what're you going to do with your baby ? are you giving her to me ?,poor baby . what're you going to do with your baby ? are you giving her to me ?
8,8,MOT,Liz,1,shall we have a play with your house ?,shall we have a play with your house ?,8,8,8,10,9,8,8,Liz/011109.cha,36,23.3,you can speak if you like you know .,are you giving her to me ? you can speak if you like you know .,what're you going to do with your baby ? are you giving her to me ? you can speak if you like you know .
9,9,MOT,Liz,1,there you are .,there you are .,3,3,3,4,3,3,3,Liz/011109.cha,42,23.3,shall we have a play with your house ?,you can speak if you like you know . shall we have a play with your house ?,are you giving her to me ? you can speak if you like you know . shall we have a play with your house ?
10,10,MOT,Liz,1,lets <have a> [/] have a look .,lets have a have a look .,6,4,6,8,6,6,6,Liz/011109.cha,45,23.3,there you are .,shall we have a play with your house ? there you are .,you can speak if you like you know . shall we have a play with your house ? there you are .
11,11,MOT,Liz,1,right .,right .,1,1,1,1,1,1,1,Liz/011109.cha,48,23.3,lets have a have a look .,there you are . lets have a have a look .,shall we have a play with your house ? there you are . lets have a have a look .
12,12,MOT,Liz,1,what's going on here ?,what's going on here ?,4,5,4,5,4,4,4,Liz/011109.cha,51,23.3,right .,lets have a have a look . right .,there you are . lets have a have a look . right .
13,13,MOT,Liz,1,Liz .,Liz .,1,1,1,1,1,1,1,Liz/011109.cha,54,23.3,what's going on here ?,right . what's going on here ?,lets have a have a look . right . what's going on here ?
14,14,MOT,Liz,1,Liz .,Liz .,1,1,1,1,1,1,1,Liz/011109.cha,57,23.3,Liz .,what's going on here ? Liz .,right . what's going on here ? Liz .
15,15,MOT,Liz,1,where are the people for the house ?,where are the people for the house ?,7,7,7,10,7,8,7,Liz/011109.cha,60,23.3,Liz .,Liz . Liz .,what's going on here ? Liz . Liz .
16,16,MOT,Liz,1,where are they ?,where are they ?,3,3,3,4,4,3,3,Liz/011109.cha,66,23.3,where are the people for the house ?,Liz . where are the people for the house ?,Liz . Liz . where are the people for the house ?
17,17,MOT,Liz,1,hm: ?,hm ?,1,1,1,1,1,1,1,Liz/011109.cha,72,23.3,where are they ?,where are the people for the house ? where are they ?,Liz . where are the people for the house ? where are they ?
18,18,MOT,Liz,1,are they with the farm maybe ?,are they with the farm maybe ?,6,6,6,7,7,6,6,Liz/011109.cha,78,23.3,hm ?,where are they ? hm ?,where are the people for the house ? where are they ? hm ?
19,19,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,90,23.3,are they with the farm maybe ?,hm ? are they with the farm maybe ?,where are they ? hm ? are they with the farm maybe ?
20,20,MOT,Liz,1,that's your pram .,that's your pram .,3,4,3,3,3,3,3,Liz/011109.cha,93,23.3,yeah .,are they with the farm maybe ? yeah .,hm ? are they with the farm maybe ? yeah .
21,21,MOT,Liz,1,"you're getting your book out , are you ?",you're getting your book out are you ?,7,9,8,9,8,8,7,Liz/011109.cha,102,23.3,that's your pram .,yeah . that's your pram .,are they with the farm maybe ? yeah . that's your pram .
22,22,MOT,Liz,1,are you gonna [: going to] find the cow ?,are you gonna find the cow ?,6,7,7,7,7,7,6,Liz/011109.cha,114,23.3,you're getting your book out are you ?,that's your pram . you're getting your book out are you ?,yeah . that's your pram . you're getting your book out are you ?
23,23,MOT,Liz,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Liz/011109.cha,120,23.3,are you gonna find the cow ?,you're getting your book out are you ? are you gonna find the cow ?,that's your pram . you're getting your book out are you ? are you gonna find the cow ?
24,24,MOT,Liz,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Liz/011109.cha,123,23.3,what's that ?,are you gonna find the cow ? what's that ?,you're getting your book out are you ? are you gonna find the cow ? what's that ?
25,25,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,129,23.3,what's that ?,what's that ? what's that ?,are you gonna find the cow ? what's that ? what's that ?
26,26,MOT,Liz,1,that's right .,that's right .,2,3,2,2,2,2,2,Liz/011109.cha,138,23.3,mhm .,what's that ? mhm .,what's that ? what's that ? mhm .
27,27,MOT,Liz,1,it's a helicopter .,it's a helicopter .,3,4,6,6,6,6,3,Liz/011109.cha,141,23.3,that's right .,mhm . that's right .,what's that ? mhm . that's right .
28,28,MOT,Liz,1,yes .,yes .,1,1,1,1,1,1,1,Liz/011109.cha,147,23.3,it's a helicopter .,that's right . it's a helicopter .,mhm . that's right . it's a helicopter .
29,29,MOT,Liz,1,there's the cow .,there's the cow .,3,4,4,4,4,4,3,Liz/011109.cha,156,23.3,yes .,it's a helicopter . yes .,that's right . it's a helicopter . yes .
30,30,MOT,Liz,1,and what are these ?,and what are these ?,4,4,4,5,4,4,4,Liz/011109.cha,165,23.3,there's the cow .,yes . there's the cow .,it's a helicopter . yes . there's the cow .
31,31,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,171,23.3,and what are these ?,there's the cow . and what are these ?,yes . there's the cow . and what are these ?
32,32,MOT,Liz,1,some houses up there yeah .,some houses up there yeah .,5,5,6,8,6,7,5,Liz/011109.cha,180,23.3,mhm .,and what are these ? mhm .,there's the cow . and what are these ? mhm .
33,33,MOT,Liz,1,"that was a garden we drew , wasn't it ?",that was a garden we drew wasn't it ?,8,13,9,9,9,9,8,Liz/011109.cha,186,23.3,some houses up there yeah .,mhm . some houses up there yeah .,and what are these ? mhm . some houses up there yeah .
34,34,MOT,Liz,1,it might look like a box now .,it might look like a box now .,7,7,7,8,7,7,7,Liz/011109.cha,189,23.3,that was a garden we drew wasn't it ?,some houses up there yeah . that was a garden we drew wasn't it ?,mhm . some houses up there yeah . that was a garden we drew wasn't it ?
35,35,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,195,23.3,it might look like a box now .,that was a garden we drew wasn't it ? it might look like a box now .,some houses up there yeah . that was a garden we drew wasn't it ? it might look like a box now .
36,36,MOT,Liz,1,oh yeah .,oh yeah .,2,2,2,2,2,2,2,Liz/011109.cha,198,23.3,mhm .,it might look like a box now . mhm .,that was a garden we drew wasn't it ? it might look like a box now . mhm .
37,37,MOT,Liz,1,"that's a box , isn't it ?",that's a box isn't it ?,5,8,5,5,5,5,5,Liz/011109.cha,201,23.3,oh yeah .,mhm . oh yeah .,it might look like a box now . mhm . oh yeah .
38,38,MOT,Liz,1,but what's this on the cow's bum ?,but what's this on the cow's bum ?,7,9,7,7,7,7,7,Liz/011109.cha,204,23.3,that's a box isn't it ?,oh yeah . that's a box isn't it ?,mhm . oh yeah . that's a box isn't it ?
39,39,MOT,Liz,1,what is it ?,what is it ?,3,3,3,3,3,3,3,Liz/011109.cha,207,23.3,but what's this on the cow's bum ?,that's a box isn't it ? but what's this on the cow's bum ?,oh yeah . that's a box isn't it ? but what's this on the cow's bum ?
40,40,MOT,Liz,1,is it a little fly ?,is it a little fly ?,5,5,5,6,5,6,5,Liz/011109.cha,210,23.3,what is it ?,but what's this on the cow's bum ? what is it ?,that's a box isn't it ? but what's this on the cow's bum ? what is it ?
41,41,MOT,Liz,1,yes .,yes .,1,1,1,1,1,1,1,Liz/011109.cha,216,23.3,is it a little fly ?,what is it ? is it a little fly ?,but what's this on the cow's bum ? what is it ? is it a little fly ?
42,42,MOT,Liz,1,here you are .,here you are .,3,3,3,4,3,3,3,Liz/011109.cha,225,23.3,yes .,is it a little fly ? yes .,what is it ? is it a little fly ? yes .
43,43,MOT,Liz,1,let's have a look what's in here Liz .,let's have a look what's in here Liz .,8,10,8,10,8,8,8,Liz/011109.cha,228,23.3,here you are .,yes . here you are .,is it a little fly ? yes . here you are .
44,44,MOT,Liz,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Liz/011109.cha,234,23.3,let's have a look what's in here Liz .,here you are . let's have a look what's in here Liz .,yes . here you are . let's have a look what's in here Liz .
45,45,MOT,Liz,1,do you wanna get some out ?,do you wanna get some out ?,6,6,7,8,7,7,6,Liz/011109.cha,237,23.3,what's that ?,let's have a look what's in here Liz . what's that ?,here you are . let's have a look what's in here Liz . what's that ?
46,46,MOT,Liz,1,go on then .,go on then .,3,3,3,3,3,3,3,Liz/011109.cha,243,23.3,do you wanna get some out ?,what's that ? do you wanna get some out ?,let's have a look what's in here Liz . what's that ? do you wanna get some out ?
47,47,MOT,Liz,1,here you are look Liz .,here you are look Liz .,5,5,5,6,5,5,5,Liz/011109.cha,279,23.3,go on then .,do you wanna get some out ? go on then .,what's that ? do you wanna get some out ? go on then .
48,48,MOT,Liz,1,are you showing Anna the doggie's tail ?,are you showing Anna the doggie's tail ?,7,8,10,10,10,10,7,Liz/011109.cha,282,23.3,here you are look Liz .,go on then . here you are look Liz .,do you wanna get some out ? go on then . here you are look Liz .
49,49,MOT,Liz,1,oh we've lost the tree trunk .,oh we've lost the tree trunk .,6,8,6,7,6,6,6,Liz/011109.cha,288,23.3,are you showing Anna the doggie's tail ?,here you are look Liz . are you showing Anna the doggie's tail ?,go on then . here you are look Liz . are you showing Anna the doggie's tail ?
50,50,MOT,Liz,1,some people .,some people .,2,2,2,4,2,3,2,Liz/011109.cha,294,23.3,oh we've lost the tree trunk .,are you showing Anna the doggie's tail ? oh we've lost the tree trunk .,here you are look Liz . are you showing Anna the doggie's tail ? oh we've lost the tree trunk .
51,51,MOT,Liz,1,here you are .,here you are .,3,3,3,4,3,3,3,Liz/011109.cha,297,23.3,some people .,oh we've lost the tree trunk . some people .,are you showing Anna the doggie's tail ? oh we've lost the tree trunk . some people .
52,52,MOT,Liz,1,here's some people .,here's some people .,3,4,4,6,4,5,3,Liz/011109.cha,300,23.3,here you are .,some people . here you are .,oh we've lost the tree trunk . some people . here you are .
53,53,MOT,Liz,1,oh .,oh .,1,1,1,1,1,1,1,Liz/011109.cha,303,23.3,here's some people .,here you are . here's some people .,some people . here you are . here's some people .
54,54,MOT,Liz,1,junk ?,junk ?,1,1,1,1,1,1,1,Liz/011109.cha,318,23.3,oh .,here's some people . oh .,here you are . here's some people . oh .
55,55,MOT,Liz,1,it's not your junk .,it's not your junk .,4,5,4,4,4,4,4,Liz/011109.cha,324,23.3,junk ?,oh . junk ?,here's some people . oh . junk ?
56,56,MOT,Liz,1,it's your toys .,it's your toys .,3,4,3,3,3,3,3,Liz/011109.cha,327,23.3,it's not your junk .,junk ? it's not your junk .,oh . junk ? it's not your junk .
57,57,MOT,Liz,1,"that was a pretend sneeze , wasn't it ?",that was a pretend sneeze wasn't it ?,7,11,8,9,8,8,7,Liz/011109.cha,333,23.3,it's your toys .,it's not your junk . it's your toys .,junk ? it's not your junk . it's your toys .
58,58,MOT,Liz,1,&-eh ?,?,0,0,0,0,0,0,0,Liz/011109.cha,336,23.3,that was a pretend sneeze wasn't it ?,it's your toys . that was a pretend sneeze wasn't it ?,it's not your junk . it's your toys . that was a pretend sneeze wasn't it ?
59,59,MOT,Liz,1,is that Mummy's tea ?,is that Mummy's tea ?,4,5,5,5,4,5,4,Liz/011109.cha,341,23.3,?,that was a pretend sneeze wasn't it ? ?,it's your toys . that was a pretend sneeze wasn't it ? ?
60,60,MOT,Liz,1,thank_you love .,thank_you love .,3,2,3,4,3,3,3,Liz/011109.cha,344,23.3,is that Mummy's tea ?,? is that Mummy's tea ?,that was a pretend sneeze wasn't it ? ? is that Mummy's tea ?
61,61,MOT,Liz,1,I forgot about it .,I forgot about it .,4,5,6,6,6,6,4,Liz/011109.cha,347,23.3,thank_you love .,is that Mummy's tea ? thank_you love .,? is that Mummy's tea ? thank_you love .
62,62,MOT,Liz,1,what are you doing ?,what are you doing ?,4,4,4,4,4,4,4,Liz/011109.cha,350,23.3,I forgot about it .,thank_you love . I forgot about it .,is that Mummy's tea ? thank_you love . I forgot about it .
63,63,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,359,23.3,what are you doing ?,I forgot about it . what are you doing ?,thank_you love . I forgot about it . what are you doing ?
64,64,MOT,Liz,1,"that's white that bit , isn't it ?",that's white that bit isn't it ?,6,9,6,7,6,6,6,Liz/011109.cha,362,23.3,mhm .,what are you doing ? mhm .,I forgot about it . what are you doing ? mhm .
65,65,MOT,Liz,1,and this bit's all colored in .,and this bit's all colored in .,6,8,8,8,8,8,6,Liz/011109.cha,365,23.3,that's white that bit isn't it ?,mhm . that's white that bit isn't it ?,what are you doing ? mhm . that's white that bit isn't it ?
66,66,MOT,Liz,1,thank_you .,thank_you .,2,1,2,2,2,2,2,Liz/011109.cha,368,23.3,and this bit's all colored in .,that's white that bit isn't it ? and this bit's all colored in .,mhm . that's white that bit isn't it ? and this bit's all colored in .
67,67,MOT,Liz,1,&~a:h .,.,0,0,0,0,0,0,0,Liz/011109.cha,371,23.3,thank_you .,and this bit's all colored in . thank_you .,that's white that bit isn't it ? and this bit's all colored in . thank_you .
68,68,MOT,Liz,1,do you wanna play with this farm Liz ?,do you wanna play with this farm Liz ?,8,8,9,9,10,9,8,Liz/011109.cha,375,23.3,.,thank_you . .,and this bit's all colored in . thank_you . .
69,69,MOT,Liz,1,where's the pig ?,where's the pig ?,3,4,4,4,4,4,3,Liz/011109.cha,387,23.3,do you wanna play with this farm Liz ?,. do you wanna play with this farm Liz ?,thank_you . . do you wanna play with this farm Liz ?
70,70,MOT,Liz,1,oh .,oh .,1,1,1,1,1,1,1,Liz/011109.cha,390,23.3,where's the pig ?,do you wanna play with this farm Liz ? where's the pig ?,. do you wanna play with this farm Liz ? where's the pig ?
71,71,MOT,Liz,1,what's the pig doing ?,what's the pig doing ?,4,6,4,4,4,4,4,Liz/011109.cha,393,23.3,oh .,where's the pig ? oh .,do you wanna play with this farm Liz ? where's the pig ? oh .
72,72,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,399,23.3,what's the pig doing ?,oh . what's the pig doing ?,where's the pig ? oh . what's the pig doing ?
73,73,MOT,Liz,1,he goes honk^honk@o .,he goes honk^honk .,4,3,4,4,4,4,4,Liz/011109.cha,402,23.3,yeah .,what's the pig doing ? yeah .,oh . what's the pig doing ? yeah .
74,74,MOT,Liz,1,here's the cows coming out now look .,here's the cows coming out now look .,7,9,9,9,9,9,7,Liz/011109.cha,405,23.3,he goes honk^honk .,yeah . he goes honk^honk .,what's the pig doing ? yeah . he goes honk^honk .
75,75,MOT,Liz,1,oh .,oh .,1,1,1,1,1,1,1,Liz/011109.cha,408,23.3,here's the cows coming out now look .,he goes honk^honk . here's the cows coming out now look .,yeah . he goes honk^honk . here's the cows coming out now look .
76,76,MOT,Liz,1,what're you doing that for .,what're you doing that for .,5,6,5,6,5,5,5,Liz/011109.cha,411,23.3,oh .,here's the cows coming out now look . oh .,he goes honk^honk . here's the cows coming out now look . oh .
77,77,MOT,Liz,1,hm: ?,hm ?,1,1,1,1,1,1,1,Liz/011109.cha,414,23.3,what're you doing that for .,oh . what're you doing that for .,here's the cows coming out now look . oh . what're you doing that for .
78,78,MOT,Liz,1,that poor dolly .,that poor dolly .,3,3,4,4,4,4,3,Liz/011109.cha,420,23.3,hm ?,what're you doing that for . hm ?,oh . what're you doing that for . hm ?
79,79,MOT,Liz,1,a doggie ?,a doggie ?,2,2,2,3,2,2,2,Liz/011109.cha,426,23.3,that poor dolly .,hm ? that poor dolly .,what're you doing that for . hm ? that poor dolly .
80,80,MOT,Liz,1,do you wanna bring them out ?,do you wanna bring them out ?,6,6,7,7,7,7,6,Liz/011109.cha,444,23.3,a doggie ?,that poor dolly . a doggie ?,hm ? that poor dolly . a doggie ?
81,81,MOT,Liz,1,oh I see .,oh I see .,3,3,3,3,3,3,3,Liz/011109.cha,450,23.3,do you wanna bring them out ?,a doggie ? do you wanna bring them out ?,that poor dolly . a doggie ? do you wanna bring them out ?
82,82,MOT,Liz,1,"it's [/] it's the pictures that Mummy drew , isn't it .",it's it's the pictures that Mummy drew isn't it .,9,12,12,12,12,12,9,Liz/011109.cha,453,23.3,oh I see .,do you wanna bring them out ? oh I see .,a doggie ? do you wanna bring them out ? oh I see .
83,83,MOT,Liz,1,it's [/] it's there .,it's it's there .,3,3,3,4,3,3,3,Liz/011109.cha,459,23.3,it's it's the pictures that Mummy drew isn't it .,oh I see . it's it's the pictures that Mummy drew isn't it .,do you wanna bring them out ? oh I see . it's it's the pictures that Mummy drew isn't it .
84,84,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,468,23.3,it's it's there .,it's it's the pictures that Mummy drew isn't it . it's it's there .,oh I see . it's it's the pictures that Mummy drew isn't it . it's it's there .
85,85,MOT,Liz,1,yes .,yes .,1,1,1,1,1,1,1,Liz/011109.cha,474,23.3,yeah .,it's it's there . yeah .,it's it's the pictures that Mummy drew isn't it . it's it's there . yeah .
86,86,MOT,Liz,1,and a mat .,and a mat .,3,3,3,3,3,3,3,Liz/011109.cha,477,23.3,yes .,yeah . yes .,it's it's there . yeah . yes .
87,87,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,480,23.3,and a mat .,yes . and a mat .,yeah . yes . and a mat .
88,88,MOT,Liz,1,and err .,and err .,2,2,2,2,2,2,2,Liz/011109.cha,483,23.3,yeah .,and a mat . yeah .,yes . and a mat . yeah .
89,89,MOT,Liz,1,what's that Liz ?,what's that Liz ?,3,4,3,3,3,3,3,Liz/011109.cha,486,23.3,and err .,yeah . and err .,and a mat . yeah . and err .
90,90,MOT,Liz,1,what's that ?,what's that ?,2,3,2,2,2,2,2,Liz/011109.cha,489,23.3,what's that Liz ?,and err . what's that Liz ?,yeah . and err . what's that Liz ?
91,91,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,496,23.3,what's that ?,what's that Liz ? what's that ?,and err . what's that Liz ? what's that ?
92,92,MOT,Liz,1,some ladders too .,some ladders too .,3,3,4,5,4,4,3,Liz/011109.cha,499,23.3,mhm .,what's that ? mhm .,what's that Liz ? what's that ? mhm .
93,93,MOT,Liz,1,shall we get a pen and do some drawing ?,shall we get a pen and do some drawing ?,9,9,10,11,10,10,9,Liz/011109.cha,502,23.3,some ladders too .,mhm . some ladders too .,what's that ? mhm . some ladders too .
94,94,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,508,23.3,shall we get a pen and do some drawing ?,some ladders too . shall we get a pen and do some drawing ?,mhm . some ladders too . shall we get a pen and do some drawing ?
95,95,MOT,Liz,1,all those .,all those .,2,2,2,3,2,2,2,Liz/011109.cha,511,23.3,yeah .,shall we get a pen and do some drawing ? yeah .,some ladders too . shall we get a pen and do some drawing ? yeah .
96,96,MOT,Liz,1,let's find a pen &-eh ?,let's find a pen ?,4,5,4,4,4,4,4,Liz/011109.cha,514,23.3,all those .,yeah . all those .,shall we get a pen and do some drawing ? yeah . all those .
97,97,MOT,Liz,1,we'll hafta find a piece of paper first .,we'll hafta find a piece of paper first .,8,9,10,11,10,10,8,Liz/011109.cha,520,23.3,let's find a pen ?,all those . let's find a pen ?,yeah . all those . let's find a pen ?
98,98,MOT,Liz,1,"I'll bet I can't find a pen Liz because I've lost my homework from yesterday , haven't I ?",I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ?,17,23,23,25,24,23,17,Liz/011109.cha,532,23.3,we'll hafta find a piece of paper first .,let's find a pen ? we'll hafta find a piece of paper first .,all those . let's find a pen ? we'll hafta find a piece of paper first .
99,99,MOT,Liz,1,oh here you are .,oh here you are .,4,4,4,5,4,4,4,Liz/011109.cha,538,23.3,I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ?,we'll hafta find a piece of paper first . I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ?,let's find a pen ? we'll hafta find a piece of paper first . I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ?
100,100,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,544,23.3,oh here you are .,I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ? oh here you are .,we'll hafta find a piece of paper first . I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ? oh here you are .
101,101,MOT,Liz,1,got one .,got one .,2,3,2,2,2,2,2,Liz/011109.cha,547,23.3,yeah .,oh here you are . yeah .,I'll bet I can't find a pen Liz because I've lost my homework from yesterday haven't I ? oh here you are . yeah .
102,102,MOT,Liz,1,are you going to draw ?,are you going to draw ?,5,5,5,5,5,5,5,Liz/011109.cha,553,23.3,got one .,yeah . got one .,oh here you are . yeah . got one .
103,103,MOT,Liz,1,oh .,oh .,1,1,1,1,1,1,1,Liz/011109.cha,556,23.3,are you going to draw ?,got one . are you going to draw ?,yeah . got one . are you going to draw ?
104,104,MOT,Liz,1,again ?,again ?,1,1,2,2,2,2,1,Liz/011109.cha,562,23.3,oh .,are you going to draw ? oh .,got one . are you going to draw ? oh .
105,105,MOT,Liz,1,that's lovely .,that's lovely .,2,3,4,4,4,4,2,Liz/011109.cha,565,23.3,again ?,oh . again ?,are you going to draw ? oh . again ?
106,106,MOT,Liz,1,oh: .,oh .,1,1,1,1,1,1,1,Liz/011109.cha,568,23.3,that's lovely .,again ? that's lovely .,oh . again ? that's lovely .
107,107,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,577,23.3,oh .,that's lovely . oh .,again ? that's lovely . oh .
108,108,MOT,Liz,1,"you made that , didn't you ?",you made that didn't you ?,5,9,5,6,5,5,5,Liz/011109.cha,583,23.3,mhm .,oh . mhm .,that's lovely . oh . mhm .
109,109,MOT,Liz,1,for Easter .,for Easter .,2,2,3,3,3,3,2,Liz/011109.cha,586,23.3,you made that didn't you ?,mhm . you made that didn't you ?,oh . mhm . you made that didn't you ?
110,110,MOT,Liz,1,at nursery .,at nursery .,2,2,4,4,4,4,2,Liz/011109.cha,589,23.3,for Easter .,you made that didn't you ? for Easter .,mhm . you made that didn't you ? for Easter .
111,111,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,598,23.3,at nursery .,for Easter . at nursery .,you made that didn't you ? for Easter . at nursery .
112,112,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,604,23.3,yeah .,at nursery . yeah .,for Easter . at nursery . yeah .
113,113,MOT,Liz,1,did Daddy draw those ?,did Daddy draw those ?,4,5,5,6,5,5,4,Liz/011109.cha,607,23.3,mhm .,yeah . mhm .,at nursery . yeah . mhm .
114,114,MOT,Liz,1,"they don't look like my cats , do they ?",they don't look like my cats do they ?,8,10,8,9,10,8,8,Liz/011109.cha,610,23.3,did Daddy draw those ?,mhm . did Daddy draw those ?,yeah . mhm . did Daddy draw those ?
115,115,MOT,Liz,1,yeah .,yeah .,1,1,1,1,1,1,1,Liz/011109.cha,616,23.3,they don't look like my cats do they ?,did Daddy draw those ? they don't look like my cats do they ?,mhm . did Daddy draw those ? they don't look like my cats do they ?
116,116,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,622,23.3,yeah .,they don't look like my cats do they ? yeah .,did Daddy draw those ? they don't look like my cats do they ? yeah .
117,117,MOT,Liz,1,"that's a snowman , isn't it ?",that's a snowman isn't it ?,5,8,6,6,6,6,5,Liz/011109.cha,625,23.3,mhm .,yeah . mhm .,they don't look like my cats do they ? yeah . mhm .
118,118,MOT,Liz,1,oh your Dad's very precise look .,oh your Dad's very precise look .,6,7,8,9,8,8,6,Liz/011109.cha,631,23.3,that's a snowman isn't it ?,mhm . that's a snowman isn't it ?,yeah . mhm . that's a snowman isn't it ?
119,119,MOT,Liz,1,he's even put udders on it .,he's even put udders on it .,6,8,8,8,8,8,6,Liz/011109.cha,634,23.3,oh your Dad's very precise look .,that's a snowman isn't it ? oh your Dad's very precise look .,mhm . that's a snowman isn't it ? oh your Dad's very precise look .
120,120,MOT,Liz,1,and a tail .,and a tail .,3,3,3,3,3,3,3,Liz/011109.cha,637,23.3,he's even put udders on it .,oh your Dad's very precise look . he's even put udders on it .,that's a snowman isn't it ? oh your Dad's very precise look . he's even put udders on it .
121,121,MOT,Liz,1,hasn't he ?,hasn't he ?,2,3,2,2,2,2,2,Liz/011109.cha,640,23.3,and a tail .,he's even put udders on it . and a tail .,oh your Dad's very precise look . he's even put udders on it . and a tail .
122,122,MOT,Liz,1,oh I'm <not very> [/] not very good at cows really .,oh I'm not very not very good at cows really .,10,9,13,13,13,13,10,Liz/011109.cha,649,23.3,hasn't he ?,and a tail . hasn't he ?,he's even put udders on it . and a tail . hasn't he ?
123,123,MOT,Liz,1,"I can only draw faces , can't I ?",I can only draw faces can't I ?,7,9,9,9,9,9,7,Liz/011109.cha,652,23.3,oh I'm not very not very good at cows really .,hasn't he ? oh I'm not very not very good at cows really .,and a tail . hasn't he ? oh I'm not very not very good at cows really .
124,124,MOT,Liz,1,but I'll try .,but I'll try .,3,4,3,3,3,3,3,Liz/011109.cha,658,23.3,I can only draw faces can't I ?,oh I'm not very not very good at cows really . I can only draw faces can't I ?,hasn't he ? oh I'm not very not very good at cows really . I can only draw faces can't I ?
125,125,MOT,Liz,1,faces yeah .,faces yeah .,2,2,3,3,3,3,2,Liz/011109.cha,661,23.3,but I'll try .,I can only draw faces can't I ? but I'll try .,oh I'm not very not very good at cows really . I can only draw faces can't I ? but I'll try .
126,126,MOT,Liz,1,"I think my cows look like skulls really , don't they ?",I think my cows look like skulls really don't they ?,10,12,11,12,12,11,10,Liz/011109.cha,667,23.3,faces yeah .,but I'll try . faces yeah .,I can only draw faces can't I ? but I'll try . faces yeah .
127,127,MOT,Liz,1,big eyes .,big eyes .,2,2,2,2,3,2,2,Liz/011109.cha,670,23.3,I think my cows look like skulls really don't they ?,faces yeah . I think my cows look like skulls really don't they ?,but I'll try . faces yeah . I think my cows look like skulls really don't they ?
128,128,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,676,23.3,big eyes .,I think my cows look like skulls really don't they ? big eyes .,faces yeah . I think my cows look like skulls really don't they ? big eyes .
129,129,MOT,Liz,1,mhm .,mhm .,1,1,1,1,1,1,1,Liz/011109.cha,682,23.3,mhm .,big eyes . mhm .,I think my cows look like skulls really don't they ? big eyes . mhm .
130,130,MOT,Liz,1,what else ?,what else ?,2,2,2,3,2,2,2,Liz/011109.cha,685,23.3,mhm .,mhm . mhm .,big eyes . mhm . mhm .
