utt_id,child_id,utterance,word_count,file,line_no
7385,chj,xxx .,1,chj.cha,3570
7386,chj,what's &~spah &~tuk (.) ?,3,chj.cha,3571
7387,chj,stop [!] (.) .,1,chj.cha,3602
7388,chj,limme [: let me] look .,2,chj.cha,3605
7389,chj,who's xxx is this (.) ?,4,chj.cha,3611
7390,chj,no not these .,3,chj.cha,3614
7391,chj,here it is (.) .,3,chj.cha,3617
7392,chj,I got a plane !,4,chj.cha,3623
7393,chj,look [!] .,1,chj.cha,3679
7394,chj,some body hanged a sneaker on duh [: the] tre:e (.) .,9,chj.cha,3683
7395,chj,y:eah .,2,chj.cha,3693
7396,chj,I (.) I hope they (.) clean this up !,7,chj.cha,3696
7397,chj,I hope they clean this up !,6,chj.cha,3702
7398,chj,&~hah (.) .,1,chj.cha,3708
7399,chj,"that's where I , that's where I go to duh [: the] , where I go to duh [: the] doctor (.) .",15,chj.cha,3710
7400,chj,no (.) .,1,chj.cha,3751
7401,chj,I just can't find something that far away that I can't see .,12,chj.cha,3755
7402,chj,huh [: what] (.) ?,1,chj.cha,3764
7403,chj,wha(t) ?,1,chj.cha,3770
7404,chj,what bridge ?,2,chj.cha,3776
7405,chj,that moving thing ?,3,chj.cha,3788
7406,chj,yep !,1,chj.cha,3803
7407,chj,thre:e (.) .,2,chj.cha,3812
7408,chj,huh [: what] ?,1,chj.cha,3838
7409,chj,y:eah .,2,chj.cha,3845
7410,chj,yep (.) !,1,chj.cha,3854
7411,chj,I got it .,3,chj.cha,3874
7412,chj,hey Jen(ny) .,2,chj.cha,3914
7413,chj,hi Lucy .,2,chj.cha,3925
7414,chj,what dey [: they] doing ?,3,chj.cha,4008
7415,chj,no .,1,chj.cha,4022
7416,chj,no .,1,chj.cha,4028
7417,chj,no .,1,chj.cha,4031
7418,chj,how come they're all in line ?,6,chj.cha,4035
7419,chj,how come they're all in line ?,6,chj.cha,4041
7420,chj,huh ?,1,chj.cha,4053
7421,chj,"well what if they had a flying , a flying car ?",10,chj.cha,4062
7422,chj,"&~n , no , no .",3,chj.cha,4071
7423,chj,how [//] what_about a flying car ?,6,chj.cha,4074
7424,chj,and then they could fly over the bus or over the truck .,12,chj.cha,4077
7425,chj,n:o .,2,chj.cha,4089
7426,chj,"because , because heiocopter [: helicopter] &~s , stay up the sky .",8,chj.cha,4095
7427,chj,they don't come down .,4,chj.cha,4098
7428,chj,but they don't come down .,5,chj.cha,4108
7429,chj,"I'll tell you why they don't come down because , yuck !",10,chj.cha,4111
7430,chj,yeah ?,1,chj.cha,4117
7431,chj,"yuck , yuck , yuck , yuck , y:uck , yuck , y:uck y:uck , y:uck , y:uck , y:uck , y:uck , y:uck , y:uck , y:uck (.) .",25,chj.cha,4127
7432,chj,isn't that Kevin's daddy ?,4,chj.cha,4130
7433,chj,what is his name ?,4,chj.cha,4136
7434,chj,Mister Norman ?,2,chj.cha,4142
7435,chj,okay (.) !,1,chj.cha,4148
7436,chj,hi .,1,chj.cha,4155
7437,chj,coast is clear .,3,chj.cha,4159
7438,chj,I'm the only one who could see if cars coming .,10,chj.cha,4165
7439,chj,who ?,1,chj.cha,4174
7440,chj,hi .,1,chj.cha,4180
7441,chj,hi .,1,chj.cha,4214
7442,chj,once I saw her and a car come and he [//] when he said something didn't stop and he xxx and +...,20,chj.cha,4221
7443,chj,"I &~s [//] mommy do you remember when I saw da [: the] la(dy) , da [: the] lady , and for , and that man in the car and he didn't stop when the lady said stop .",30,chj.cha,4227
7444,chj,yeah .,1,chj.cha,4233
7445,chj,how [//] well what did she do ?,6,chj.cha,4236
7446,chj,"she went and she banged on his car , and she made him stop and she said , when I tell you to stop you stop , because he nearly ran over us .",30,chj.cha,4239
7447,chj,he didn't see us .,4,chj.cha,4242
7448,chj,huh ?,1,chj.cha,4245
7449,chj,well +...,1,chj.cha,4251
7450,chj,but how did he didn't stop ?,6,chj.cha,4258
7451,chj,oh look at that !,4,chj.cha,4276
7452,chj,but I never saw a picture like that [!] before .,9,chj.cha,4280
7453,chj,mommy +...,1,chj.cha,4292
7454,chj,"that was a good pass , (be)cause the truck was going that way , and it didn't bump into the bus , (be)cause they slide on to the sidewalk .",26,chj.cha,4298
7455,chj,"&-um , white ?",2,chj.cha,4304
7456,chj,"&-um , tangerine ?",2,chj.cha,4310
7457,chj,tangerine ?,1,chj.cha,4316
7458,chj,yeah .,1,chj.cha,4322
7459,chj,yeah .,1,chj.cha,4329
7460,chj,"ah , black and yellow .",4,chj.cha,4335
7461,chj,"yeah , black and yellow .",4,chj.cha,4341
7462,chj,huh ?,1,chj.cha,4344
7463,chj,huh ?,1,chj.cha,4350
7464,chj,"I , I've black [!] and yellow (.) .",5,chj.cha,4359
7465,chj,"and I think , I'm glad that I get my beenoculars [: binoculars] back .",11,chj.cha,4363
7466,chj,binocular .,1,chj.cha,4366
7467,chj,"I know why they make bad &~t [//] I know why they make bad , toys that are break .",17,chj.cha,4379
7468,chj,because +...,1,chj.cha,4385
7469,chj,I know why they make bad toys that break .,9,chj.cha,4389
7470,chj,I know +...,2,chj.cha,4397
7471,chj,because +...,1,chj.cha,4403
7472,chj,"+, sometimes they don't know , what toys , are not bad , or the toys that are , ah , that are [!] bad .",18,chj.cha,4409
7473,chj,that's why they +...,3,chj.cha,4412
7474,chj,"+, make bad toys , mom .",4,chj.cha,4418
7475,chj,when one of a bad +...,5,chj.cha,4424
7476,chj,"+, a toy that breaks +...",4,chj.cha,4430
7477,chj,"+, he , that , a &~bae , I know why they , the bad , those toys are the toys that break because , sometimes xxx they don't know , which , one , which one &~hae , is a broken one and which is not [!] a broken one .",39,chj.cha,4437
7478,chj,hi .,1,chj.cha,4447
7479,chj,"and and , and and , she and ah , and that's why they don't know which toy [!] it is .",17,chj.cha,4450
7480,chj,yeah .,1,chj.cha,4459
7481,chj,yeah .,1,chj.cha,4465
7482,chj,"and ei [: they] don't keep on , and they , sometimes they don't know which [!] one that doesn't break and which does [!] break .",20,chj.cha,4468
7483,chj,the toy man who makes the toys .,7,chj.cha,4474
7484,chj,"and how come they make bad toys , that break ?",9,chj.cha,4483
7485,chj,xxx hi .,2,chj.cha,4505
7486,chj,h:i Barbara (.) !,3,chj.cha,4573
7487,chj,hi Gabriel !,2,chj.cha,4580
7488,chj,wha:t ?,2,chj.cha,4593
7489,chj,huh [: what] ?,1,chj.cha,4600
7490,chj,n:o .,2,chj.cha,4606
7491,chj,(.) movie (.) ?,1,chj.cha,4623
7492,chj,hi Gra:eme (.) !,3,chj.cha,4627
7493,chj,n:o .,2,chj.cha,4633
7494,chj,n:o [!] .,2,chj.cha,4639
7495,chj,you know what ?,3,chj.cha,4650
7496,chj,Graeme (.) Graeme came to my house today (.) .,7,chj.cha,4654
7497,chj,Graeme +...,1,chj.cha,4657
7498,chj,look (.) .,1,chj.cha,4663
7499,chj,h:i To:ny !,4,chj.cha,4709
7500,chj,hi Debbie .,2,chj.cha,4716
7501,chj,hi Bernice .,2,chj.cha,4719
7502,chj,could I go up on +...,5,chj.cha,4729
7503,chj,"ah , binoculars !",2,chj.cha,4732
7504,chj,for looking far away .,4,chj.cha,4741
7505,chj,hi to:ne [: Tony] !,3,chj.cha,4765
7506,chj,could I go up on the loft ?,7,chj.cha,4771
7507,chj,could I go up on the loft ?,7,chj.cha,4777
7508,chj,could I go up on the lo:ft ?,8,chj.cha,4786
7509,chj,I wanna go up +...,4,chj.cha,4796
7510,chj,no it's a binoculars !,4,chj.cha,4815
7511,chj,a binoculars .,2,chj.cha,4821
7512,chj,binoculars (.) .,1,chj.cha,4825
7513,chj,h:i Debbi:e (.) !,4,chj.cha,4828
7514,chj,hi Debbie (.) !,2,chj.cha,4832
7515,chj,where ?,1,chj.cha,4845
7516,chj,where ?,1,chj.cha,4851
7517,chj,whe:re dis [: this] time ?,4,chj.cha,4858
7518,chj,where where where ?,3,chj.cha,4861
7519,chj,tha:t cockyroach [: cockroach] (.) !,3,chj.cha,4867
7520,chj,there he is !,3,chj.cha,4883
7521,chj,I'll get +...,2,chj.cha,4899
7522,chj,I'll +...,1,chj.cha,4903
7523,chj,"+, get (h)im +...",2,chj.cha,4910
7524,chj,I'll (.) +...,1,chj.cha,4914
7525,chj,where's his house ?,3,chj.cha,4926
7526,chj,he's trapped !,2,chj.cha,4949
7527,chj,ri:ght ?,2,chj.cha,4953
7528,chj,go .,1,chj.cha,4975
7529,chj,could I go up on the loft ?,7,chj.cha,4988
7530,chj,and there's no peo(ple) +...,4,chj.cha,4994
7531,chj,could I go up on duh [: the] lo:ft ?,8,chj.cha,5028
7532,chj,one two three four five .,5,chj.cha,5037
7533,chj,but ?,1,chj.cha,5041
7534,chj,would you count dem [: them] ?,4,chj.cha,5044
7535,chj,what does dis [: this] says [: say] (.) ?,4,chj.cha,5063
7536,chj,what does this says [: say] (.) this .,5,chj.cha,5066
7537,chj,"no , this [!] .",2,chj.cha,5069
7538,chj,wait (.) .,1,chj.cha,5072
7539,chj,I see a &~w +...,4,chj.cha,5075
7540,chj,"a name that's Mika in dere [: there] , so she's not goin(g) up (.) !",11,chj.cha,5078
7541,chj,dere's [: there's] a Mika there this says [: say] Mika (.) ?,7,chj.cha,5081
7542,chj,does this says [: say] Mika ?,4,chj.cha,5087
7543,chj,what does this [!] says [: say] ?,4,chj.cha,5094
7544,chj,what does +...,2,chj.cha,5101
7545,chj,that's Todd ?,2,chj.cha,5104
7546,chj,oh well then +...,3,chj.cha,5110
7547,chj,(.) for what ?,2,chj.cha,5133
7548,chj,&~ura ah !,2,chj.cha,5145
7549,chj,I'm gonna punch you !,4,chj.cha,5149
7550,chj,h:i (.) !,2,chj.cha,5155
7551,chj,h:i Todd !,3,chj.cha,5158
7552,chj,(.) shut up (.) !,2,chj.cha,5171
7553,chj,I [!] do !,2,chj.cha,5177
7554,chj,I'll be duh [: the] daddy !,4,chj.cha,5186
7555,chj,Ju:lia !,2,chj.cha,5219
7556,chj,Julia look what I [!] got !,5,chj.cha,5223
7557,chj,she +...,1,chj.cha,5233
7558,chj,wait I wanna do dat [: that] !,5,chj.cha,5239
7559,chj,while I was xxx in a +...,6,chj.cha,5242
7560,chj,sh:e &~hi +...,3,chj.cha,5286
7561,chj,"+, she hit &~m she hit me with , her &~d +...",9,chj.cha,5293
7562,chj,she hit me with her doggy and then she'd [: she] kick(ed) me .,11,chj.cha,5296
7563,chj,she kicked me .,3,chj.cha,5299
7564,chj,she didn't +...,2,chj.cha,5323
7565,chj,yes [!] .,1,chj.cha,5336
7566,chj,it could bite (.) !,3,chj.cha,5340
7567,chj,you know what ?,3,chj.cha,5346
7568,chj,when I get a doggy +...,5,chj.cha,5349
7569,chj,I'm gonna get a doggy and he will bite [!] you !,10,chj.cha,5352
7570,chj,what do you mean dat [: that] ?,5,chj.cha,5358
7571,chj,he:y T:ony !,4,chj.cha,5370
7572,chj,&~ha: ah .,2,chj.cha,5377
7573,chj,hi Tony (.) !,2,chj.cha,5381
7574,chj,h:i To:n:y (.) !,5,chj.cha,5385
7575,chj,To:n:y (.) !,3,chj.cha,5388
7576,chj,hi To:ny !,3,chj.cha,5394
7577,chj,&~ur:r (.) !,2,chj.cha,5400
7578,chj,"want me to , want me to tear your a:rm , want me to tear your &~u:m ?",17,chj.cha,5408
7579,chj,if you don't leave me alone I'll tell (.) I'll tell (.) Gra:eme .,12,chj.cha,5426
7580,chj,(.) know what Bernice ?,3,chj.cha,5429
7581,chj,Graeme came to my house today .,6,chj.cha,5432
7582,chj,Graeme came to my house today .,6,chj.cha,5438
7583,chj,y:eah (.) !,2,chj.cha,5442
7584,chj,when I could take this off (.) ?,6,chj.cha,5458
7585,chj,when I could .,3,chj.cha,5461
7586,chj,I wanna go up on the lo:ft !,8,chj.cha,5470
7587,chj,I hadta wa:it !,4,chj.cha,5473
7588,chj,da:d's back !,3,chj.cha,5482
7589,chj,and you know somebody somebody (.) +...,5,chj.cha,5492
7590,chj,"one of those , &-um , kids just hurt me .",8,chj.cha,5496
7591,chj,"a kid just (.) just hit me with her dog , with her little +...",12,chj.cha,5499
7592,chj,"+, pretend dog !",2,chj.cha,5506
7593,chj,yeah !,1,chj.cha,5512
7594,chj,she did it !,3,chj.cha,5515
7595,chj,I'm gonna +...,2,chj.cha,5525
7596,chj,I'm gonna beat her up .,5,chj.cha,5534
7597,chj,(.) huh [: what] (.) ?,1,chj.cha,5549
7598,chj,I'm gonna beat her up right no:w !,8,chj.cha,5553
7599,chj,no I don't need no jacket (.) !,6,chj.cha,5562
7600,chj,&~ur:r (.) !,2,chj.cha,5565
7601,chj,"I'm gonna get , out a [: of] here (.) .",6,chj.cha,5566
7602,chj,nope .,1,chj.cha,5579
7603,chj,yeah .,1,chj.cha,5582
7604,chj,&~ur:r !,2,chj.cha,5609
7605,chj,will you hold my beenoculars [: binoculars] .,5,chj.cha,5614
7606,chj,"+, until I get +...",3,chj.cha,5619
7607,chj,that's the one I'm gonna beat up Gabriella !,8,chj.cha,5630
7608,chj,Julia [!] .,1,chj.cha,5639
7609,chj,I got you no:w !,5,chj.cha,5651
7610,chj,&~ha h:a !,3,chj.cha,5655
7611,chj,hey hey (.) !,2,chj.cha,5658
7612,chj,haha .,1,chj.cha,5661
7613,chj,you're comin(g) to my house and not with your mudder [: mother] !,10,chj.cha,5664
7614,chj,I got her haha [/] haha .,5,chj.cha,5667
7615,chj,haha [/] haha [/] haha [/] haha .,4,chj.cha,5671
7616,chj,I'm gonna if you don't shut up .,7,chj.cha,5678
7617,chj,hi !,1,chj.cha,5681
7618,chj,hi Debbie !,2,chj.cha,5685
7619,chj,"no , I wan(t) 0to paint .",5,chj.cha,5692
7620,chj,"mom , would you take this ?",5,chj.cha,5698
7621,chj,okay .,1,chj.cha,5704
7622,chj,hi Bernice .,2,chj.cha,5732
7623,chj,it's a gingerbread boy .,4,chj.cha,5738
7624,chj,out_of clay [!] .,3,chj.cha,5744
7625,chj,huh ?,1,chj.cha,5754
7626,chj,"you wanna know &~h , when did I make him ?",9,chj.cha,5760
7627,chj,"&-um , yesterday .",2,chj.cha,5763
7628,chj,"my , &~m , my Ma , I make , my mom , I helped my Mommy make clay +...",14,chj.cha,5769
7629,chj,"I know what ju [: you] mean clay , you just went like this , and then you , and then you make the shape , and then you made it all in and then you finished .",31,chj.cha,5773
7630,chj,right ?,1,chj.cha,5776
7631,chj,"no [!] , you silly !",3,chj.cha,5779
7632,chj,"I made it with something I , I made it with , the one of those things that push down and then they have a eye and then they turn out .",29,chj.cha,5782
7633,chj,yeah .,1,chj.cha,5788
7634,chj,huh ?,1,chj.cha,5803
7635,chj,"my mommy , my mommy told me , and my mommy told me .",11,chj.cha,5809
7636,chj,I wanna paint dis [: this] .,4,chj.cha,5816
7637,chj,I wanna paint this .,4,chj.cha,5822
7638,chj,mom !,1,chj.cha,5834
7639,chj,mommy !,1,chj.cha,5838
7640,chj,Ma !,1,chj.cha,5841
7641,chj,mommy !,1,chj.cha,5844
7642,chj,if I paint that I hafta leave it there .,9,chj.cha,5847
7643,chj,if I paint it would you take it home ?,9,chj.cha,5853
7644,chj,xxx .,1,chj.cha,5859
7645,chj,hi [!] Tony and Matthew !,4,chj.cha,5863
7646,chj,huh ?,1,chj.cha,5869
7647,chj,hi .,1,chj.cha,5881
7648,chj,I'm out Todd is in here .,6,chj.cha,5887
7649,chj,"hey Todd , &~t , Todd !",4,chj.cha,5891
7650,chj,let's go and get [//] let's go scare Debbie .,8,chj.cha,5894
7651,chj,okay ?,1,chj.cha,5897
7652,chj,let's tip toe behind her .,5,chj.cha,5903
7653,chj,okay ?,1,chj.cha,5907
7654,chj,tip toe .,2,chj.cha,5910
7655,chj,tiptoe .,1,chj.cha,5913
7656,chj,"okay , behind her so we can scare her .",8,chj.cha,5916
7657,chj,"okay , this [!] way (.) .",3,chj.cha,5919
7658,chj,"ssh , quiet .",2,chj.cha,5922
7659,chj,come on .,2,chj.cha,5925
7660,chj,"&~sh , &~sh , we're gonna we're going to scare Debbie (.) .",9,chj.cha,5930
7661,chj,boo !,1,chj.cha,5936
7662,chj,hi Debbie !,2,chj.cha,5942
7663,chj,haha .,1,chj.cha,5948
7664,chj,do you want this ?,4,chj.cha,5952
7665,chj,do you want this ?,4,chj.cha,5955
7666,chj,yeah you can keep [!] it .,5,chj.cha,5961
7667,chj,let's see what I see .,5,chj.cha,5976
7668,chj,okay ?,1,chj.cha,5979
7669,chj,"you , you , let me , you , &~y y(ou) have y(ou) hafta get on this boat .",14,chj.cha,5982
7670,chj,"just pretend this is a boat , and let's see , let's see , let's see if we +...",15,chj.cha,5985
7671,chj,"+, let's see if we [//] tell me , you hafta tell me if I see , a baseball player .",16,chj.cha,5989
7672,chj,I see a baseball player !,5,chj.cha,6000
7673,chj,let's get that baseball player .,5,chj.cha,6006
7674,chj,okay .,1,chj.cha,6012
7675,chj,"he , he , he , haha , &~ha .",5,chj.cha,6018
7676,chj,when you look through it you see a fat head .,10,chj.cha,6025
7677,chj,&-uh !,1,chj.cha,6028
7678,chj,I see your eyes .,4,chj.cha,6029
7679,chj,I'm goin(g) to see if I can see something .,9,chj.cha,6036
7680,chj,let's sees I can see something far away .,8,chj.cha,6039
7681,chj,hey !,1,chj.cha,6042
7682,chj,how come we can't go up there (.) ?,7,chj.cha,6045
7683,chj,how come we can't go up there ?,7,chj.cha,6048
7684,chj,"come on , let's get up .",5,chj.cha,6054
7685,chj,let's sneak [!] up there .,4,chj.cha,6061
7686,chj,"no , can't get up .",4,chj.cha,6067
7687,chj,hey Ma .,2,chj.cha,6071
7688,chj,I hafta tell mom .,4,chj.cha,6074
7689,chj,mom !,1,chj.cha,6077
7690,chj,mom !,1,chj.cha,6080
7691,chj,I got my beenoculars [: binoculars] !,4,chj.cha,6084
7692,chj,"come on , we'll sneakle [: sneak] in the loft .",7,chj.cha,6093
7693,chj,"ah , hurry , hurry , xxx come up .",6,chj.cha,6105
7694,chj,"he , he , he , we can +...",5,chj.cha,6109
7695,chj,we scared Debbie .,3,chj.cha,6116
7696,chj,and I +...,2,chj.cha,6119
7697,chj,"and pretend yeah , and I'll be , and you'll be both of my men .",13,chj.cha,6136
7698,chj,"and be do you be my man who look , who catches the whales and the sharks and the fish .",19,chj.cha,6145
7699,chj,n:o !,2,chj.cha,6160
7700,chj,zoom doesn't have binoculars in it .,6,chj.cha,6163
7701,chj,I'm Batman !,2,chj.cha,6184
7702,chj,de [: the] captain !,2,chj.cha,6190
7703,chj,"I'm , I'm Shazam !",3,chj.cha,6193
7704,chj,Captain marble [: Marvel] !,2,chj.cha,6196
7705,chj,"did you see , did you see Shazam on tv ?",9,chj.cha,6205
7706,chj,after Scooptie [: Scoobie] Do .,3,chj.cha,6211
7707,chj,yeah did your mother +...,4,chj.cha,6220
7708,chj,and +...,1,chj.cha,6243
7709,chj,and I xxx +...,3,chj.cha,6250
7710,chj,and you know +...,3,chj.cha,6257
7711,chj,"me too , because +...",3,chj.cha,6267
7712,chj,"I like Ca(ptain) , I can [: Captain] , I like Captain Marvel too !",10,chj.cha,6274
7713,chj,"and when I see him I change into , I have boots +...",11,chj.cha,6280
7714,chj,"+, a cape and +...",3,chj.cha,6286
7715,chj,"+, something to brush my hair , because it's very , his hair is all , looks nice .",14,chj.cha,6292
7716,chj,and I got +...,3,chj.cha,6298
7717,chj,and I got +...,3,chj.cha,6304
7718,chj,"+, Shazam !",1,chj.cha,6310
7719,chj,now now I'm gonna Captain marv(el) .,6,chj.cha,6316
7720,chj,what ?,1,chj.cha,6322
7721,chj,the Pink Panther ?,3,chj.cha,6328
7722,chj,hi Pink Panther !,3,chj.cha,6332
7723,chj,haha .,1,chj.cha,6335
7724,chj,"come on , let's go out !",5,chj.cha,6341
7725,chj,"let's go out , I'll go out the window !",8,chj.cha,6345
7726,chj,I'll go out +...,3,chj.cha,6348
7727,chj,"I'm , I'm going out , I'm , I , I'm coming out this [!] window .",11,chj.cha,6354
7728,chj,"come on , let's see , let's see if we see anything .",10,chj.cha,6357
7729,chj,come on .,2,chj.cha,6360
7730,chj,what guy ?,2,chj.cha,6367
7731,chj,"yeah , wanna fight ?",3,chj.cha,6373
7732,chj,ah !,1,chj.cha,6381
7733,chj,what is this ?,3,chj.cha,6396
7734,chj,do you speak in here ?,5,chj.cha,6417
7735,chj,you speak in here ?,4,chj.cha,6421
7736,chj,hello !,1,chj.cha,6427
7737,chj,hello !,1,chj.cha,6430
7738,chj,"hello , hello , hello !",3,chj.cha,6433
7739,chj,"hello , I'm xxx .",3,chj.cha,6445
7740,chj,"no it's not , it's not even , it's the classes [!] .",9,chj.cha,6454
7741,chj,"everybody could , could play with it .",6,chj.cha,6457
7742,chj,no !,1,chj.cha,6463
7743,chj,Bernice !,1,chj.cha,6466
7744,chj,Bernice !,1,chj.cha,6469
7745,chj,he won't let me play with that puppet .,8,chj.cha,6472
7746,chj,"and he said he's , it's his , and it's nobody's else [: nobody else's] [*] .",10,chj.cha,6478
7747,chj,"and he said , and , and it's mine and he's gonna take it home .",13,chj.cha,6481
7748,chj,I told the teacher .,4,chj.cha,6487
7749,chj,look what I got !,4,chj.cha,6518
7750,chj,look what I got !,4,chj.cha,6522
7751,chj,"&~w , look +...",2,chj.cha,6538
7752,chj,look !,1,chj.cha,6544
7753,chj,look what I got !,4,chj.cha,6548
7754,chj,"look what I got , Willem !",5,chj.cha,6554
7755,chj,"look at &~w , look , I got +...",6,chj.cha,6560
7756,chj,look what I got !,4,chj.cha,6566
7757,chj,"come on , let's run away .",5,chj.cha,6603
7758,chj,yeah .,1,chj.cha,6610
7759,chj,"this is where we live , right ?",6,chj.cha,6617
7760,chj,r:r:rur@o !,4,chj.cha,6629
7761,chj,the dinosaur xxx .,3,chj.cha,6636
7762,chj,do this (.) you hafta do the other one .,8,chj.cha,6648
7763,chj,you hafta do this like this .,6,chj.cha,6651
7764,chj,&~r:rae .,2,chj.cha,6661
7765,chj,"haha [/] haha , he he he .",5,chj.cha,6663
7766,chj,let's see who's out .,4,chj.cha,6670
7767,chj,"oh , Graeme !",2,chj.cha,6674
7768,chj,&~r:ae !,2,chj.cha,6677
7769,chj,he went away .,3,chj.cha,6680
7770,chj,the cost is clear .,4,chj.cha,6683
7771,chj,well come out .,3,chj.cha,6689
7772,chj,let's go .,2,chj.cha,6692
7773,chj,hey put down .,3,chj.cha,6696
7774,chj,let's see what that is .,5,chj.cha,6699
7775,chj,kick it .,2,chj.cha,6702
7776,chj,ah .,1,chj.cha,6705
7777,chj,Gabriella !,1,chj.cha,6708
7778,chj,you're gonna put it on again .,6,chj.cha,6725
7779,chj,he's putting this on me again .,6,chj.cha,6731
7780,chj,he's putting this on me again .,6,chj.cha,6737
7781,chj,xxx .,1,chj.cha,6789
7782,chj,Graeme come to my house today .,6,chj.cha,6799
7783,chj,huh ?,1,chj.cha,6809
7784,chj,you're gonna be on television ?,5,chj.cha,6815
7785,chj,you're gonna be on television .,5,chj.cha,6821
7786,chj,"ah , haha , &~ha &-er [!] &~hur , &~hur [!] .",6,chj.cha,6825
7787,chj,"you're going on television , ahhah !",5,chj.cha,6831
7788,chj,"&-er , &~hur [!] .",2,chj.cha,6835
7789,chj,huh ?,1,chj.cha,6844
7790,chj,huh (.) ?,1,chj.cha,6853
7791,chj,huh ?,1,chj.cha,6856
7792,chj,what [!] ?,1,chj.cha,6863
7793,chj,how are you and Zoe and Graeme ?,7,chj.cha,6869
7794,chj,oh .,1,chj.cha,6875
7795,chj,froggy xxx !,2,chj.cha,6879
7796,chj,xxx froggy xxx !,3,chj.cha,6882
7797,chj,"you're gonna be &~t Tony , are you gonna be on television ?",11,chj.cha,6899
7798,chj,not me .,2,chj.cha,6905
7799,chj,I'm not gonna +...,3,chj.cha,6908
7800,chj,"I hate [!] to be on television , I'm not +...",8,chj.cha,6911
7801,chj,I hate .,2,chj.cha,6917
7802,chj,"well tell them , Chris is not [!] coming (.) .",7,chj.cha,6923
7803,chj,"what are hey gonna do , tap dance ?",7,chj.cha,6926
7804,chj,what they're gonna do at the show ?,7,chj.cha,6930
7805,chj,yeah .,1,chj.cha,6936
7806,chj,what are you gonna do at the show ?,8,chj.cha,6954
7807,chj,karate ?,1,chj.cha,6960
7808,chj,"karate , what ?",2,chj.cha,6963
7809,chj,what are you gonna kick ?,5,chj.cha,6975
7810,chj,huh ?,1,chj.cha,6988
7811,chj,bars ?,1,chj.cha,6994
7812,chj,candy bars ?,2,chj.cha,6997
7813,chj,nah you're not gonna kick candy bars .,7,chj.cha,7000
7814,chj,what bars ?,2,chj.cha,7006
7815,chj,Matt's bars ?,2,chj.cha,7012
7816,chj,Chris's bars ?,2,chj.cha,7015
7817,chj,this is a bar ?,4,chj.cha,7037
7818,chj,is this a bar ?,4,chj.cha,7043
7819,chj,this bar ?,2,chj.cha,7052
7820,chj,this bar ?,2,chj.cha,7061
7821,chj,this bar ?,2,chj.cha,7068
7822,chj,this bar ?,2,chj.cha,7075
7823,chj,this bar ?,2,chj.cha,7082
7824,chj,"oh , this [!] bar .",3,chj.cha,7091
7825,chj,right ?,1,chj.cha,7094
7826,chj,no [!] .,1,chj.cha,7113
7827,chj,a weight bar !,3,chj.cha,7124
7828,chj,"this is a heavy bar , haha !",6,chj.cha,7130
7829,chj,Bernice !,1,chj.cha,7137
7830,chj,he [//] Tony poured his water in my [!] water !,8,chj.cha,7140
7831,chj,I'm gonna put it in yours .,6,chj.cha,7157
7832,chj,come on dumb dumb .,4,chj.cha,7165
7833,chj,he hit me with his arm !,6,chj.cha,7201
7834,chj,he hurt me with his whizzers ?,6,chj.cha,7205
7835,chj,"he hurt me with his , he hurt me with his whizzer ?",11,chj.cha,7217
7836,chj,okay .,1,chj.cha,7224
7837,chj,green water !,2,chj.cha,7236
7838,chj,yuck !,1,chj.cha,7245
7839,chj,oh .,1,chj.cha,7267
7840,chj,xxx look what we got .,5,chj.cha,7278
7841,chj,"hey , how come we got green water ?",7,chj.cha,7285
7842,chj,does it taste good ?,4,chj.cha,7291
7843,chj,you hurt .,2,chj.cha,7329
7844,chj,teacher !,1,chj.cha,7334
7845,chj,teacher !,1,chj.cha,7340
7846,chj,Tony was dropping water on my head .,7,chj.cha,7344
7847,chj,who wants to eat this ?,5,chj.cha,7353
7848,chj,don't eat it please !,4,chj.cha,7359
7849,chj,eat it !,2,chj.cha,7366
7850,chj,ah haha [/] haha .,3,chj.cha,7372
7851,chj,oh !,1,chj.cha,7379
7852,chj,cookie .,1,chj.cha,7383
7853,chj,&~au (.) !,1,chj.cha,7386
7854,chj,who did it ?,3,chj.cha,7399
7855,chj,who +...,1,chj.cha,7402
7856,chj,who did it ?,3,chj.cha,7409
7857,chj,who did it ?,3,chj.cha,7412
7858,chj,Debbie who did it ?,4,chj.cha,7415
7859,chj,you and Matthew .,3,chj.cha,7421
7860,chj,"ah , Debbie !",2,chj.cha,7440
7861,chj,Debbie !,1,chj.cha,7443
7862,chj,Debbie !,1,chj.cha,7450
7863,chj,Debbie !,1,chj.cha,7453
7864,chj,Debbie !,1,chj.cha,7456
7865,chj,Debbie !,1,chj.cha,7459
7866,chj,Debbie !,1,chj.cha,7462
7867,chj,Tony dropped some of his water on me .,8,chj.cha,7465
7868,chj,he [//] Debbie !,2,chj.cha,7471
7869,chj,Debbie !,1,chj.cha,7474
7870,chj,Debbie !,1,chj.cha,7477
7871,chj,Debbie !,1,chj.cha,7480
7872,chj,Debbie !,1,chj.cha,7483
7873,chj,"he , he , he dropped water on me !",7,chj.cha,7501
7874,chj,don't hit me !,3,chj.cha,7507
7875,chj,"Graeme , he put water on me !",6,chj.cha,7527
7876,chj,Tony .,1,chj.cha,7530
7877,chj,and don't do [!] that !,4,chj.cha,7537
7878,chj,I'll do it to you .,5,chj.cha,7543
7879,chj,"right , if you're going to do it I'll do it to you .",12,chj.cha,7555
