utt_id,child_id,utterance,word_count,file,line_no
39099,roj,I xxx the door &~douh open .,6,roj.cha,585
39100,roj,xxx (.) .,1,roj.cha,591
39101,roj,xxx (.) still raining (.) ?,3,roj.cha,593
39102,roj,huh ?,1,roj.cha,603
39103,roj,thank_you .,2,roj.cha,610
39104,roj,I don't hafta come xxx good mornin(g) .,7,roj.cha,616
39105,roj,good morning .,2,roj.cha,644
39106,roj,&~buhmp &~buh:nuh (.) xxx (.) I'ma [: I'm going to] see how many coats you got (.) .,11,roj.cha,650
39107,roj,"you got (.) Sean coat , Ron coat , Denise coat , Todd coat , Loran coat , Anthony coat , &-um Michele coat , (.) Derek coat , (.) Christop(h)er coat , my ol(d) coat , Keisha coat , Tisha's coat , (.) Lashawn's coat , (.) &~m &~m (.) hey (.) .",33,roj.cha,653
39108,roj,&~pst &~pst (.) Ch(r)istopher (.) .,3,roj.cha,657
39109,roj,so what (.) .,2,roj.cha,663
39110,roj,I'm scared (.) .,2,roj.cha,666
39111,roj,hm: (.) ?,1,roj.cha,673
39112,roj,Ca:rl (.) .,2,roj.cha,676
39113,roj,Carl gonna come to my house .,6,roj.cha,679
39114,roj,Carl comin(g) [//] Carl came to your house ?,7,roj.cha,682
39115,roj,he said he he (.) he came to my house .,9,roj.cha,688
39116,roj,march what ?,2,roj.cha,697
39117,roj,next month (.) ?,2,roj.cha,703
39118,roj,I bet you Aaron [//] I bet you might [//] I bet you Aaron [!] might get one (.) .,15,roj.cha,710
39119,roj,I wasn't talking to you (.) .,5,roj.cha,716
39120,roj,Carl gonna pick me up three times .,7,roj.cha,723
39121,roj,he gonna come to my hou:se (.) .,7,roj.cha,726
39122,roj,he gonna come to my house tod:ay (.) .,8,roj.cha,729
39123,roj,and toni:ght (.) .,3,roj.cha,732
39124,roj,and tomor:row .,3,roj.cha,735
39125,roj,"I'm a wear it three days , (be)cause he (be)cause he said he said (be)cause he [//] when he came to my house he [//] you know what he said ?",27,roj.cha,747
39126,roj,he said are you left handed ?,6,roj.cha,750
39127,roj,"this my left hand , right ?",5,roj.cha,753
39128,roj,this my right hand .,4,roj.cha,756
39129,roj,he said what [//] which hand you write with ?,8,roj.cha,759
39130,roj,I said this hand (.) .,4,roj.cha,762
39131,roj,nuhfin [: nothing] .,1,roj.cha,768
39132,roj,stay where for three weeks ?,5,roj.cha,774
39133,roj,you don't call this a thing (.) .,6,roj.cha,780
39134,roj,call it a magnifier (.) .,4,roj.cha,784
39135,roj,"hunm: , what's this thing , Keisha ?",5,roj.cha,793
39136,roj,what's this thing ?,3,roj.cha,796
39137,roj,what's this thing (.) ?,3,roj.cha,799
39138,roj,Torrence what's this (.) ?,3,roj.cha,802
39139,roj,(re)member this (.) ?,2,roj.cha,808
39140,roj,who gave you candy (.) ?,4,roj.cha,814
39141,roj,Oron (.) ?,1,roj.cha,820
39142,roj,can't get the same thing because he gonna buy me another one .,12,roj.cha,832
39143,roj,"uhhuh , (be)cause this too small (.) .",5,roj.cha,838
39144,roj,you too small too .,4,roj.cha,844
39145,roj,you're about [//] you're almost gettin(g) the same size about me .,10,roj.cha,850
39146,roj,me an(d) Keisha gonna be the sa:me (.) +...,8,roj.cha,856
39147,roj,me an(d) Keisha gonna be the same size (.) .,8,roj.cha,859
39148,roj,right Keisha ?,2,roj.cha,862
39149,roj,me an(d) Keisha gonna be the sa:me +...,8,roj.cha,871
39150,roj,no (.) .,1,roj.cha,877
39151,roj,a shirt (.) .,2,roj.cha,883
39152,roj,my undershirt is under here (.) .,5,roj.cha,886
39153,roj,under my [!] shirt (.) .,3,roj.cha,889
39154,roj,"can't see ya [: you] , huh (.) ?",4,roj.cha,895
39155,roj,can't see it (.) .,3,roj.cha,899
39156,roj,xxx (.) .,1,roj.cha,902
39157,roj,what ?,1,roj.cha,909
39158,roj,I'm a [: going to] [*] take it home .,5,roj.cha,918
39159,roj,I'm a [: going to] [*] sleep with it [//] I might [!] sleep with it (.) .,10,roj.cha,921
39160,roj,I said I might sleep with it (.) .,7,roj.cha,924
39161,roj,hel:lo .,2,roj.cha,933
39162,roj,Todd got the same thing (.) .,5,roj.cha,946
39163,roj,Todd got a boily [: badly] bean (.) .,5,roj.cha,950
39164,roj,your mouth got a &~di head .,6,roj.cha,961
39165,roj,Torrence got one .,3,roj.cha,964
39166,roj,hell:o .,2,roj.cha,973
39167,roj,that's my mama .,3,roj.cha,983
39168,roj,&~dehn &~dehn &~den &~duh (.) .,4,roj.cha,987
39169,roj,who gonna see the Super_Cats on tv tomorrow (.) .,9,roj.cha,998
39170,roj,today is [!] tomorrow (.) .,3,roj.cha,1001
39171,roj,no .,1,roj.cha,1007
39172,roj,today is tomorrow .,3,roj.cha,1011
39173,roj,and today the Super_Cats tonight [!] (.) .,6,roj.cha,1014
39174,roj,den [: then] Batman xxx (.) .,3,roj.cha,1017
39175,roj,ye:ah (.) .,2,roj.cha,1030
39176,roj,he said .,2,roj.cha,1036
39177,roj,"+"" you wan(t) another piece of me ?",6,roj.cha,1039
39178,roj,no it wasn't Michael .,4,roj.cha,1049
39179,roj,mhm .,1,roj.cha,1069
39180,roj,no he said get in his room .,7,roj.cha,1075
39181,roj,he said he said did he get the Big_Mac ?,10,roj.cha,1088
39182,roj,an(d) he said yeah he got [//] an(d) then &-um then he said yeah he got the Big_Mac .,18,roj.cha,1091
39183,roj,Kim right I saw you ?,5,roj.cha,1106
39184,roj,Kim .,1,roj.cha,1112
39185,roj,"Kim , right , I saw you ?",5,roj.cha,1118
39186,roj,mhm .,1,roj.cha,1124
39187,roj,(re)member I saw you outsi:de ?,6,roj.cha,1127
39188,roj,"you said that before [//] he said before my [//] he said before I can do my home work before did I get the Big Mack , oh yeah I got the Bi:g Mack .",32,roj.cha,1157
39189,roj,hurt [!] your hat .,3,roj.cha,1166
39190,roj,Eddie [!] .,1,roj.cha,1212
39191,roj,that wasn't the last part .,5,roj.cha,1239
39192,roj,the last part was an(d) he beat &-uh &-uh Eddie (.) .,10,roj.cha,1242
39193,roj,xxx window .,2,roj.cha,1248
39194,roj,you better stop Torrence I don't got [!] no hair .,9,roj.cha,1255
39195,roj,would you stop .,3,roj.cha,1261
39196,roj,I'm xxx .,2,roj.cha,1264
39197,roj,you +...,1,roj.cha,1267
39198,roj,oh_boy here we go again (.) .,6,roj.cha,1270
39199,roj,there go Raphael again (.) .,4,roj.cha,1273
39200,roj,yes we d:o (.) .,4,roj.cha,1276
39201,roj,say ye:ah (.) .,3,roj.cha,1279
39202,roj,I saw her .,3,roj.cha,1282
39203,roj,n:o .,2,roj.cha,1292
39204,roj,I'm a [: going to] [*] wear it two [!] days .,6,roj.cha,1295
39205,roj,three more we:eks ?,4,roj.cha,1301
39206,roj,two more weeks is Keisha's [!] birthday .,6,roj.cha,1304
39207,roj,an(d) after that is derreck [: Derik] [!] birthday [//] Derik's party I mean .,10,roj.cha,1307
39208,roj,I thought it was his birthday (.) .,6,roj.cha,1313
39209,roj,"my [//] I don't have a foot foot , my to:es .",10,roj.cha,1319
39210,roj,wait .,1,roj.cha,1326
39211,roj,wa:it .,2,roj.cha,1329
39212,roj,wa:it .,2,roj.cha,1338
39213,roj,wa:it .,2,roj.cha,1341
39214,roj,wa:it .,2,roj.cha,1344
39215,roj,wa:it .,2,roj.cha,1350
39216,roj,wait I get [//] I'm a show you somethin(g) (.) .,8,roj.cha,1353
39217,roj,a Tisha (.) .,2,roj.cha,1370
39218,roj,Keisha tell Tisha to come here (.) .,6,roj.cha,1373
39219,roj,"Tisha , Carl said he won't be aroun(d) Carl said he won't be around a little time [//] a little a little while (.) .",21,roj.cha,1376
39220,roj,&~oo look derrick (.) .,3,roj.cha,1379
39221,roj,"derrick , who birthday ?",3,roj.cha,1383
39222,roj,"derrick , who birthday (.) ?",3,roj.cha,1386
39223,roj,derrick .,1,roj.cha,1389
39224,roj,who birthday (.) ?,2,roj.cha,1392
39225,roj,yours ?,1,roj.cha,1395
39226,roj,no I'm in xxx (.) .,4,roj.cha,1398
39227,roj,I said [//] you said three weeks (.) .,6,roj.cha,1401
39228,roj,Carl didn't she said three weeks (.) ?,6,roj.cha,1407
39229,roj,see I didn't even say it (.) I said I might sleep [!] in it .,13,roj.cha,1413
39230,roj,not (.) +...,1,roj.cha,1417
39231,roj,me either .,2,roj.cha,1424
39232,roj,"(.) you puttin(g) it away , Keisha .",5,roj.cha,1427
39233,roj,I can count to a hundred without countin(g) it .,9,roj.cha,1433
39234,roj,one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen eighteen nineteen twenty twenty one twenty two seven eight nine ten eleven twelve (.) +...,29,roj.cha,1436
39235,roj,Carl (.) Carl (.) .,2,roj.cha,1439
39236,roj,Carl (.) that's one nine [!] seven (.) .,5,roj.cha,1442
39237,roj,she said xxx she say xxx she say xxx ba:ng [!] (.) .,11,roj.cha,1445
39238,roj,she said (.) +...,2,roj.cha,1448
39239,roj,n:o .,2,roj.cha,1451
39240,roj,no: .,1,roj.cha,1454
39241,roj,"Carl , right , you gonna buy me Carl , right , you gonna [: going to] buy me a bigger shirt ?",15,roj.cha,1463
39242,roj,I'm a [: going to] [*] wear this shirt ?,5,roj.cha,1469
39243,roj,<I got> [//] somebody gotta button this (.) .,6,roj.cha,1475
39244,roj,it's gotta be buttoned .,4,roj.cha,1478
39245,roj,huh ?,1,roj.cha,1487
39246,roj,that can't fit me .,4,roj.cha,1493
39247,roj,that can't fit me .,4,roj.cha,1502
39248,roj,that can't fit me .,4,roj.cha,1520
39249,roj,that's Keisha's shirt (.) .,3,roj.cha,1535
39250,roj,not yours [!] .,2,roj.cha,1550
39251,roj,why you didn't take it home with you (.) ?,8,roj.cha,1553
39252,roj,&~e:j Carl (.) .,3,roj.cha,1562
39253,roj,&~o:o you put up your middle finger (.) .,8,roj.cha,1565
39254,roj,"Carl you know what , this the right time ?",8,roj.cha,1568
39255,roj,that's the right time ?,4,roj.cha,1574
39256,roj,smack you (.) .,2,roj.cha,1581
39257,roj,good mornin(g) (.) .,2,roj.cha,1584
39258,roj,I wasn't playin(g) in the hallway (.) .,6,roj.cha,1588
39259,roj,how you know I was playin(g) in the hallway ?,9,roj.cha,1591
39260,roj,I wasn't even playin(g) .,4,roj.cha,1594
39261,roj,I wasn't playin(g) in the hallway Tisha .,7,roj.cha,1597
39262,roj,I &-uh [//] you know who I was tryinna [: trying to] scare (.) ?,9,roj.cha,1606
39263,roj,who sit ?,2,roj.cha,1612
39264,roj,who's (.) ?,1,roj.cha,1615
39265,roj,xxx (.) Christopher .,2,roj.cha,1618
39266,roj,you said I could cut (.) +...,5,roj.cha,1625
39267,roj,know what ?,2,roj.cha,1640
39268,roj,&~kuh Carl left this shirt at my house (.) .,8,roj.cha,1643
39269,roj,"he said (.) &-uh [//] Tisha , Todd said [: Ca:rl] &~kah: ah I said kah:ahl [: Ca:rl] (.) xxx Ca:rl (.) .",15,roj.cha,1649
39270,roj,name is Ca:rl .,4,roj.cha,1655
39271,roj,he said his he said his name ka:h [: Ca:rl] .,9,roj.cha,1661
39272,roj,name ka:hl [: Ca:rl] (.) .,3,roj.cha,1667
39273,roj,Jonathan got on the sa:me (.) +...,6,roj.cha,1673
39274,roj,not &~ka:hl (.) .,3,roj.cha,1686
39275,roj,everybody call him (.) Carlton [: Carl] (.) .,4,roj.cha,1689
39276,roj,&~kahl (.) xxx kahl [: Carl] kah [: Carl] .,4,roj.cha,1692
39277,roj,they lookin(g) +...,2,roj.cha,1752
39278,roj,hey Tisha this Todd &~jok [//] this Todd [//] this part broke (.) .,10,roj.cha,1759
39279,roj,that part broke .,3,roj.cha,1762
39280,roj,an(d) don't bother it Todd .,5,roj.cha,1768
39281,roj,don't bother it .,3,roj.cha,1774
39282,roj,it start breakin(g) he gonna take it (.) .,7,roj.cha,1780
39283,roj,that s(u)ppose to be like dis [: this] (.) .,6,roj.cha,1786
39284,roj,or like (.) +...,2,roj.cha,1790
39285,roj,this (.) .,1,roj.cha,1793
39286,roj,or like th:is (.) .,4,roj.cha,1796
39287,roj,or like (.) th:is (.) .,4,roj.cha,1799
39288,roj,o:r like this (.) .,4,roj.cha,1802
39289,roj,hey Tisha can I play (.) ?,5,roj.cha,1809
39290,roj,Todd playin(g) (.) I'm a take dis [: this] car (.) .,7,roj.cha,1818
39291,roj,he took a broken one .,5,roj.cha,1824
39292,roj,nobody said you could play (.) .,5,roj.cha,1833
39293,roj,(be)cause he gonna mess up the who:le track (.) .,9,roj.cha,1842
39294,roj,where ?,1,roj.cha,1852
39295,roj,like dis [: this] .,2,roj.cha,1858
39296,roj,xxx pull it here .,4,roj.cha,1861
39297,roj,oh Tisha (.) .,2,roj.cha,1865
39298,roj,my house right there .,4,roj.cha,1874
39299,roj,I can bil [: build] one .,4,roj.cha,1904
39300,roj,I got my house .,4,roj.cha,1907
39301,roj,beep beep (.) .,2,roj.cha,1913
39302,roj,beep beep (.) .,2,roj.cha,1919
39303,roj,beep beep (.) .,2,roj.cha,1922
39304,roj,beep beep (.) .,2,roj.cha,1925
39305,roj,that's where I live at .,5,roj.cha,1928
39306,roj,I live (.) +...,2,roj.cha,1931
39307,roj,dis [: this] where I live at .,5,roj.cha,1934
39308,roj,mine's all the way up there (.) .,6,roj.cha,1948
39309,roj,you can't come in my house you wouldn't let me come in yours (.) .,13,roj.cha,1951
39310,roj,you ain't my mother you know (.) .,6,roj.cha,1963
39311,roj,you know what ?,3,roj.cha,1966
39312,roj,you know what ?,3,roj.cha,1970
39313,roj,you know what ?,3,roj.cha,1973
39314,roj,I saw La shee [//] I did I saw Lashawn coat .,10,roj.cha,1976
39315,roj,she came in (.) +...,3,roj.cha,1979
39316,roj,"me an(d) Carl came in , right ?",6,roj.cha,1982
39317,roj,an(d) de [: then] Missus &~miz Cruz came in .,7,roj.cha,1985
39318,roj,den [: then] after that (.) +...,3,roj.cha,1988
39319,roj,xxx be:ep be:ep (.) .,5,roj.cha,1994
39320,roj,&-uh Tisha .,2,roj.cha,1998
39321,roj,hey Tisha .,2,roj.cha,2001
39322,roj,he got a boat .,4,roj.cha,2004
39323,roj,he got a boat (.) .,4,roj.cha,2007
39324,roj,"hey Tisha , he got a boat house (.) .",7,roj.cha,2010
39325,roj,he got a boat house .,5,roj.cha,2013
39326,roj,he got a boat .,4,roj.cha,2019
39327,roj,he got a boat house (.) .,5,roj.cha,2023
39328,roj,he got a boat house (.) .,5,roj.cha,2026
39329,roj,wait for m:e (.) .,4,roj.cha,2032
39330,roj,&~oo &~oo:oo I got a xxx (.) .,7,roj.cha,2035
39331,roj,what (.) ?,1,roj.cha,2041
39332,roj,he won't get it .,4,roj.cha,2044
39333,roj,he won't get on this motor boat (.) .,7,roj.cha,2047
39334,roj,I'm playin(g) with something &~suhmpin else (.) .,6,roj.cha,2054
39335,roj,look yall hey hold it .,5,roj.cha,2060
39336,roj,&~yak &~au &~oo (.) karate chop .,5,roj.cha,2064
39337,roj,&~hwoo &~hwoo (.) .,2,roj.cha,2070
39338,roj,&~oo:oo (.) &~oo Jamal hurt Christophe:r (.) .,7,roj.cha,2071
39339,roj,he put [//] he shot that thing in Christopher e:ye (.) .,10,roj.cha,2075
39340,roj,Carl (.) .,1,roj.cha,2078
39341,roj,who out there ?,3,roj.cha,2082
39342,roj,who out there &~der with Carl ?,6,roj.cha,2085
39343,roj,who out there with Carl (.) ?,5,roj.cha,2091
39344,roj,never mind .,2,roj.cha,2097
39345,roj,stop [!] (.) !,1,roj.cha,2104
39346,roj,n:o [!] .,2,roj.cha,2110
39347,roj,you did come to school yesterday (.) .,6,roj.cha,2117
39348,roj,"table toy , I had a table toy (.) .",7,roj.cha,2127
39349,roj,here (.) .,1,roj.cha,2131
39350,roj,a car (.) .,2,roj.cha,2138
39351,roj,what's that (.) ?,2,roj.cha,2141
39352,roj,"+, smell your breath (.) .",3,roj.cha,2145
39353,roj,so [!] ?,1,roj.cha,2151
39354,roj,so so so (.) .,3,roj.cha,2154
39355,roj,stop [!] Derek [!] (.) !,2,roj.cha,2157
39356,roj,"I'm tellin(g) you hit me , Derek (.) .",6,roj.cha,2160
39357,roj,I'm telling you hit me (.) .,5,roj.cha,2163
39358,roj,I'm tellin(g) you hit me Todd (.) .,6,roj.cha,2166
39359,roj,I see you smilin(g) (.) I'm tellin(g) you hit me Derek .,10,roj.cha,2169
39360,roj,I know that was your big han(d) .,7,roj.cha,2172
39361,roj,no Derek did it .,4,roj.cha,2181
39362,roj,Carl [!] Carl .,2,roj.cha,2206
39363,roj,he [//] Derek Derek hit me (.) .,5,roj.cha,2210
39364,roj,stop [!] .,1,roj.cha,2216
39365,roj,I'm tellin(g) you hit me (.) .,5,roj.cha,2219
39366,roj,no [!] (.) .,1,roj.cha,2222
39367,roj,huh ?,1,roj.cha,2225
39368,roj,&~eeyuhk [!] (.) .,1,roj.cha,2231
39369,roj,don't Aaron [!] (.) ka:hl [: Ca:rl] Aaron puttin(g) his breath through this &-um &-uh thing .,13,roj.cha,2241
39370,roj,xxx [: right there] .,1,roj.cha,2244
39371,roj,&~ret &~der .,2,roj.cha,2247
39372,roj,Aaron puttin(g) his breath through this thing .,7,roj.cha,2251
39373,roj,"don't sing through here , you could break i:t .",9,roj.cha,2260
39374,roj,now when you break it your mother gonna buy another one (.) .,11,roj.cha,2263
39375,roj,an(d) don't put your finger at me (be)cause I'm gonna be bad .,12,roj.cha,2272
39376,roj,I'm not ya [: your] baby I'll punch you in your mouth .,10,roj.cha,2278
39377,roj,st:op .,2,roj.cha,2284
39378,roj,anfony [: Anthony] .,1,roj.cha,2287
39379,roj,anfony [: Anthony] teacher said you was (.) .,5,roj.cha,2297
39380,roj,Miss Cruz Miss Cruz .,4,roj.cha,2300
39381,roj,Miss Cruz Derek hit me .,5,roj.cha,2306
39382,roj,per [//] Miss Cruz Derek hit me .,6,roj.cha,2309
39383,roj,Miss Cruz Derek hit [!] me .,5,roj.cha,2318
39384,roj,yes you did you hit me .,6,roj.cha,2328
39385,roj,"no you did , you said , wham@o (.) .",7,roj.cha,2334
39386,roj,yes you did (.) .,3,roj.cha,2338
39387,roj,yes you did I see you sm:ilin(g) with them smily cheeks (.) &~zz:zz .,14,roj.cha,2341
39388,roj,am I ?,2,roj.cha,2347
39389,roj,ticklish (.) ?,1,roj.cha,2350
39390,roj,ho ho ho you an(d) me .,6,roj.cha,2353
39391,roj,xxx climb up xxx (.) .,4,roj.cha,2357
39392,roj,yes he could [!] he could hear me through that (.) .,9,roj.cha,2360
39393,roj,xxx calling all cars .,4,roj.cha,2364
39394,roj,"Carl [!] Carl right , you can hear me through dis [: this] ?",9,roj.cha,2371
39395,roj,"you can hear me through the thing that you put on your ear , right ?",14,roj.cha,2377
39396,roj,(be)cause dis [: this] Carl shirt (.) .,4,roj.cha,2386
39397,roj,he gon [: going to] let me wear it (.) .,6,roj.cha,2389
39398,roj,"yeah dis [: this] my shirt , now , he gon [: going to] let me wear it (.) .",11,roj.cha,2395
39399,roj,my uncle gave me a haircut .,6,roj.cha,2398
39400,roj,see ?,1,roj.cha,2401
39401,roj,look (.) .,1,roj.cha,2404
39402,roj,right .,1,roj.cha,2407
39403,roj,sug:ar .,2,roj.cha,2414
39404,roj,mm that is good .,4,roj.cha,2423
39405,roj,"nothin(g) right , this wire (.) ?",4,roj.cha,2429
39406,roj,"right [!] , this wire .",3,roj.cha,2435
39407,roj,right [!] this wire ?,3,roj.cha,2442
39408,roj,right this wire .,3,roj.cha,2448
39409,roj,right this &~wi +...,3,roj.cha,2454
39410,roj,&~wai [//] right (.) this is wire (.) ?,5,roj.cha,2458
39411,roj,this &~wi &~wai this wire ?,5,roj.cha,2461
39412,roj,I said that (.) .,3,roj.cha,2467
39413,roj,you said break it .,4,roj.cha,2470
39414,roj,I can make somethin(g) out [: of] wire I bring wire to school I'll bring it tomorrow .,15,roj.cha,2476
39415,roj,hospital (.) .,1,roj.cha,2489
39416,roj,this got some soap (.) .,4,roj.cha,2494
39417,roj,&~oo:oo you didn't use no so:ap (.) .,8,roj.cha,2497
39418,roj,take (.) dat [: that] one Derek (.) .,4,roj.cha,2500
39419,roj,xxx (.) xxx (.) .,2,roj.cha,2503
39420,roj,Carl &~cael &~kahl (.) hey Carl .,5,roj.cha,2515
39421,roj,"Carl , don't this matches that (.) ?",5,roj.cha,2518
39422,roj,don't this match my pants ?,5,roj.cha,2524
39423,roj,you xxx Denise dig up her nose .,7,roj.cha,2530
39424,roj,Denise got soap ahlovuhhuhfezs [: all over her face] (.) on her lip [!] (.) .,7,roj.cha,2533
39425,roj,you do so .,3,roj.cha,2539
39426,roj,don't .,1,roj.cha,2542
39427,roj,she has soap +...,3,roj.cha,2551
39428,roj,she got white stuff all over her .,7,roj.cha,2554
39429,roj,he know my name .,4,roj.cha,2575
39430,roj,sugar [!] (.) .,1,roj.cha,2584
39431,roj,Michele Michele he know my name .,6,roj.cha,2590
39432,roj,know how he know my name (be)cause he call my grandma number (.) .,12,roj.cha,2593
39433,roj,Tisha you got in trouble (.) ?,5,roj.cha,2596
39434,roj,Tisha you got in trouble (.) ?,5,roj.cha,2599
39435,roj,she got a whippin(g) ?,4,roj.cha,2605
39436,roj,&~dhe didn't squeeze Raishawn hand .,5,roj.cha,2611
39437,roj,no she didn't .,3,roj.cha,2617
39438,roj,did you do it Tisha ?,5,roj.cha,2623
39439,roj,she did [//] she +...,3,roj.cha,2632
39440,roj,I [//] so I heard miss [//] I heard it .,8,roj.cha,2635
39441,roj,you don't hafta be nasty at me .,7,roj.cha,2644
39442,roj,you better min(d) yours .,4,roj.cha,2653
39443,roj,(.) &~oo:oo he [//] she call you a two egg ketchup face (.) .,11,roj.cha,2659
39444,roj,(be)cause she squeeze Raishawn han(d) (.) .,5,roj.cha,2665
39445,roj,will you stop .,3,roj.cha,2671
39446,roj,I'm a [: going to] [*] punch you .,4,roj.cha,2674
39447,roj,stop bothering me .,3,roj.cha,2677
39448,roj,Torrence he got your car .,5,roj.cha,2686
39449,roj,he got your car .,4,roj.cha,2695
39450,roj,let me hol(d) it .,4,roj.cha,2704
39451,roj,Tisha why you squeeze Raishawn han(d) ?,6,roj.cha,2714
39452,roj,you squeeze her han(d) (.) .,4,roj.cha,2717
39453,roj,Raishawn is a stor:y (.) .,5,roj.cha,2723
39454,roj,move Derek (.) mo:ve [!] (.) okay (.) .,5,roj.cha,2726
39455,roj,go to the table Tisha (.) .,5,roj.cha,2729
39456,roj,an(d) don't your chair [!] over (.) .,5,roj.cha,2733
39457,roj,uhuh (be)cause Tisha got a whippin(g) (.) .,6,roj.cha,2743
39458,roj,don't don't +...,2,roj.cha,2752
39459,roj,"Kim , don't be Raishawn friend no more .",7,roj.cha,2758
39460,roj,(be)cause she (be)cause she tol(d) on Tisha .,7,roj.cha,2764
39461,roj,that she that she squeeze Tisha hand (.) .,7,roj.cha,2770
39462,roj,did she squeeze it (.) ?,4,roj.cha,2776
39463,roj,yes it do .,3,roj.cha,2785
39464,roj,poduh [: sposta] go right to me .,5,roj.cha,2788
39465,roj,because he put [: pushes] it to me .,6,roj.cha,2797
39466,roj,yeah [!] .,1,roj.cha,2803
39467,roj,no he didn't (.) .,3,roj.cha,2809
39468,roj,(be)cause you didn't put it there you put it the:re (.) .,11,roj.cha,2819
39469,roj,xxx (.) xxx (.) .,2,roj.cha,2822
39470,roj,xxx Sean gotta pass it this [!] way (.) .,7,roj.cha,2830
39471,roj,don't [//] why you do that (.) ?,5,roj.cha,2833
39472,roj,&~ee: &-uh [!] .,2,roj.cha,2837
39473,roj,&~ee &~oot (.) &~eeoot (.) &~eeoot cmon [: come on] gimme [: give me] the ju:ice .,9,roj.cha,2842
39474,roj,no it don't (.) gotta go around this way .,8,roj.cha,2849
39475,roj,what ?,1,roj.cha,2856
39476,roj,you could do it (.) .,4,roj.cha,2862
39477,roj,take it (.) .,2,roj.cha,2865
39478,roj,oh no watch .,3,roj.cha,2871
39479,roj,xxx (.) xxx (.) .,2,roj.cha,2874
39480,roj,&~oo Derek spilled ju:ice (.) .,5,roj.cha,2878
39481,roj,Derek spilled juice there .,4,roj.cha,2881
39482,roj,Derek spilled it (.) .,3,roj.cha,2890
39483,roj,"lemme [: let me] see (.) is my watch &-eh &-eh [//] no this is wrong you gotta call me from the circle , right ?",19,roj.cha,2893
39484,roj,"right if dis [: this] is wrong you gotta call me from the circle , right ?",13,roj.cha,2899
39485,roj,this (.) .,1,roj.cha,2905
39486,roj,an(d) if the shirt &-uh (.) +...,5,roj.cha,2908
39487,roj,"if this [//] if the shirt is wrong you gotta call me in_case somethin(g) the matter with it , right (.) ?",19,roj.cha,2911
39488,roj,I don't wanna smell your breath Aaron .,7,roj.cha,2918
39489,roj,I do so .,3,roj.cha,2924
39490,roj,what's a [: what is the] matter [//] what [//] &~diskiz [//] but before something was the matter wid [: with] &~it (.) .,13,roj.cha,2930
39491,roj,why mister grim [: Graeme] don't mever [: ever] come to school (.) ?,8,roj.cha,2933
39492,roj,he workin(g) at another school (.) ?,5,roj.cha,2939
39493,roj,all the children on this +...,5,roj.cha,2943
39494,roj,I wasn't talking to you .,5,roj.cha,2949
39495,roj,he he was workin(g) with with other people .,8,roj.cha,2952
39496,roj,he lives he lives +...,4,roj.cha,2967
39497,roj,"right , you live across the street ?",6,roj.cha,2970
39498,roj,from my place (.) .,3,roj.cha,2976
39499,roj,that [//] &-uh you mean in Long Island ?,7,roj.cha,2985
39500,roj,I saw my cousin +...,4,roj.cha,2994
39501,roj,lemme [: let me] see ?,2,roj.cha,3015
39502,roj,don't [!] touch [!] that [!] .,3,roj.cha,3043
39503,roj,see I got one too .,5,roj.cha,3104
39504,roj,mister grim [: Graeme] &~u:h Carl .,5,roj.cha,3113
39505,roj,Carl .,1,roj.cha,3116
39506,roj,Carl Denise +...,2,roj.cha,3128
39507,roj,Carl .,1,roj.cha,3131
39508,roj,"you can't do it , I did like this .",8,roj.cha,3149
39509,roj,no you wouldn't (.) lemme [: let me] see where I'm a [: going to] [*] sit at today (.) .,11,roj.cha,3155
39510,roj,I know I'm ain't sittin(g) there (.) .,6,roj.cha,3158
39511,roj,I might sit (.) .,3,roj.cha,3161
39512,roj,an(d) I know I wasn't sittin(g) by mister &~reneeder &~deeder how else she movin(g) .,14,roj.cha,3164
39513,roj,she jus(t) wanna sit by me Aaron (.) .,7,roj.cha,3170
39514,roj,don't you touch each_other (.) .,5,roj.cha,3176
39515,roj,hold the pickle hol(d) the lettuce special orders +...,8,roj.cha,3180
39516,roj,xxx let us serve it +...,5,roj.cha,3186
39517,roj,I'm tellin(g) you slapped me .,5,roj.cha,3190
39518,roj,hol(d) the pickle hol(d) the lettuce .,6,roj.cha,3196
39519,roj,ugh hol(d) the pickle hold the lettuce .,7,roj.cha,3199
39520,roj,special orders don't upset us .,5,roj.cha,3202
39521,roj,all ya [: you] hafta do is let us serve it your way .,11,roj.cha,3205
39522,roj,xxx hold the pickle hold the lettuce special orders don't upset us xxx hold the pickle (.) hold the lettuce (.) special orde:rs (.) don't upset us all we ask is (.) +...,29,roj.cha,3209
39523,roj,(.) he xxx he xxx of xxx .,6,roj.cha,3212
39524,roj,look [!] Sean [//] look Anthony look at this (.) .,7,roj.cha,3216
39525,roj,look (.) .,1,roj.cha,3219
39526,roj,hey Carlton the door man .,5,roj.cha,3225
39527,roj,hm: ?,1,roj.cha,3236
39528,roj,I got 0to tie my shoes (.) .,6,roj.cha,3242
39529,roj,this ain't fun (.) .,3,roj.cha,3251
39530,roj,the parlor [!] (.) ?,2,roj.cha,3267
39531,roj,the parlor [!] ?,2,roj.cha,3270
39532,roj,the parlor [!] ?,2,roj.cha,3273
39533,roj,a parter (.) ?,2,roj.cha,3279
39534,roj,what she said ?,3,roj.cha,3282
39535,roj,oh (.) .,1,roj.cha,3288
